Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Regulation Of Potassium Ion Export Across Plasma Membrane (GO:1903764)	1/6	5.687116e-03	1.636869e-02	0	0	2.219556e+02	1.147411e+03	NPPA
GO_Biological_Process_2023	Cardiac Pacemaker Cell Development (GO:0060926)	1/6	5.687116e-03	1.636869e-02	0	0	2.219556e+02	1.147411e+03	TBX5
GO_Biological_Process_2023	Regulation Of Skeletal Muscle Contraction (GO:0014819)	1/6	5.687116e-03	1.636869e-02	0	0	2.219556e+02	1.147411e+03	KCNJ2
GO_Biological_Process_2023	Cellular Response To Caffeine (GO:0071313)	1/6	5.687116e-03	1.636869e-02	0	0	2.219556e+02	1.147411e+03	RYR2
GO_Biological_Process_2023	Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum (GO:0014808)	1/6	5.687116e-03	1.636869e-02	0	0	2.219556e+02	1.147411e+03	RYR2
GO_Biological_Process_2023	Response To Alkaloid (GO:0043279)	1/6	5.687116e-03	1.636869e-02	0	0	2.219556e+02	1.147411e+03	RYR2
GO_Biological_Process_2023	Response To Caffeine (GO:0031000)	1/6	5.687116e-03	1.636869e-02	0	0	2.219556e+02	1.147411e+03	RYR2
GO_Biological_Process_2023	Regulation Of SA Node Cell Action Potential (GO:0098907)	1/6	5.687116e-03	1.636869e-02	0	0	2.219556e+02	1.147411e+03	RYR2
GO_Biological_Process_2023	Positive Regulation Of Blood Circulation (GO:1903524)	1/6	5.687116e-03	1.636869e-02	0	0	2.219556e+02	1.147411e+03	NKX2-5
GO_Biological_Process_2023	Skeletal Muscle Thin Filament Assembly (GO:0030240)	1/6	5.687116e-03	1.636869e-02	0	0	2.219556e+02	1.147411e+03	ACTC1
GO_Biological_Process_2023	Negative Regulation Of Growth (GO:0045926)	2/124	6.085623e-03	1.729395e-02	0	0	1.915043e+01	9.770218e+01	NPPB;MYL2
GO_Biological_Process_2023	Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167)	2/124	6.085623e-03	1.729395e-02	0	0	1.915043e+01	9.770218e+01	NPPB;NPPA
GO_Biological_Process_2023	Negative Regulation Of Cell Growth (GO:0030308)	2/125	6.181087e-03	1.731258e-02	0	0	1.899378e+01	9.660734e+01	NPPB;MYL2
GO_Biological_Process_2023	Spleen Development (GO:0048536)	1/7	6.631989e-03	1.731258e-02	0	0	1.849537e+02	9.277001e+02	NKX2-5
GO_Biological_Process_2023	Thyroid Gland Development (GO:0030878)	1/7	6.631989e-03	1.731258e-02	0	0	1.849537e+02	9.277001e+02	NKX2-5
GO_Biological_Process_2023	Positive Regulation Of Myeloid Cell Apoptotic Process (GO:0033034)	1/7	6.631989e-03	1.731258e-02	0	0	1.849537e+02	9.277001e+02	MEF2C
GO_Biological_Process_2023	Atrial Cardiac Muscle Cell To AV Node Cell Signaling (GO:0086026)	1/7	6.631989e-03	1.731258e-02	0	0	1.849537e+02	9.277001e+02	SCN5A
GO_Biological_Process_2023	Regulation Of Oxidative Stress-Induced Cell Death (GO:1903201)	1/7	6.631989e-03	1.731258e-02	0	0	1.849537e+02	9.277001e+02	GATA4
GO_Biological_Process_2023	Cardiac Muscle Hypertrophy (GO:0003300)	1/7	6.631989e-03	1.731258e-02	0	0	1.849537e+02	9.277001e+02	RYR2
GO_Biological_Process_2023	Cell Migration Involved In Heart Development (GO:0060973)	1/7	6.631989e-03	1.731258e-02	0	0	1.849537e+02	9.277001e+02	TBX5
GO_Biological_Process_2023	Pericardium Development (GO:0060039)	1/7	6.631989e-03	1.731258e-02	0	0	1.849537e+02	9.277001e+02	TBX5
GO_Biological_Process_2023	Cellular Response To Epinephrine Stimulus (GO:0071872)	1/7	6.631989e-03	1.731258e-02	0	0	1.849537e+02	9.277001e+02	RYR2
GO_Biological_Process_2023	Regulation Of ATPase-coupled Calcium Transmembrane Transporter Activity (GO:1901894)	1/7	6.631989e-03	1.731258e-02	0	0	1.849537e+02	9.277001e+02	RYR2
GO_Biological_Process_2023	Release Of Sequestered Calcium Ion Into Cytosol By Endoplasmic Reticulum (GO:1903514)	1/7	6.631989e-03	1.731258e-02	0	0	1.849537e+02	9.277001e+02	RYR2
GO_Biological_Process_2023	Response To Epinephrine (GO:0071871)	1/7	6.631989e-03	1.731258e-02	0	0	1.849537e+02	9.277001e+02	RYR2
GO_Biological_Process_2023	Sinoatrial Node Development (GO:0003163)	1/7	6.631989e-03	1.731258e-02	0	0	1.849537e+02	9.277001e+02	TBX5
GO_Biological_Process_2023	Regulation Of DNA-templated Transcription (GO:0006355)	6/1922	7.058630e-03	1.831980e-02	0	0	4.351614e+00	2.155574e+01	MEF2C;HAND2;IRX4;GATA4;TBX5;NKX2-5
GO_Biological_Process_2023	Cellular Response To Metal Ion (GO:0071248)	2/135	7.173331e-03	1.851049e-02	0	0	1.755683e+01	8.668485e+01	MEF2C;SCN5A
GO_Biological_Process_2023	Regulation Of Gap Junction Assembly (GO:1903596)	1/8	7.576012e-03	1.862050e-02	0	0	1.585238e+02	7.740350e+02	TBX5
GO_Biological_Process_2023	Intestinal Epithelial Cell Differentiation (GO:0060575)	1/8	7.576012e-03	1.862050e-02	0	0	1.585238e+02	7.740350e+02	GATA4
GO_Biological_Process_2023	Bundle Of His Cell To Purkinje Myocyte Communication (GO:0086069)	1/8	7.576012e-03	1.862050e-02	0	0	1.585238e+02	7.740350e+02	TBX5
GO_Biological_Process_2023	Regulation Of Skeletal Muscle Cell Differentiation (GO:2001014)	1/8	7.576012e-03	1.862050e-02	0	0	1.585238e+02	7.740350e+02	MEF2C
GO_Biological_Process_2023	Regulation Of Urine Volume (GO:0035809)	1/8	7.576012e-03	1.862050e-02	0	0	1.585238e+02	7.740350e+02	NPPB
GO_Biological_Process_2023	Embryonic Forelimb Morphogenesis (GO:0035115)	1/8	7.576012e-03	1.862050e-02	0	0	1.585238e+02	7.740350e+02	TBX5
GO_Biological_Process_2023	Endochondral Ossification (GO:0001958)	1/8	7.576012e-03	1.862050e-02	0	0	1.585238e+02	7.740350e+02	MEF2C
GO_Biological_Process_2023	Skeletal Myofibril Assembly (GO:0014866)	1/8	7.576012e-03	1.862050e-02	0	0	1.585238e+02	7.740350e+02	ACTC1
GO_Biological_Process_2023	Intracellular Calcium Ion Homeostasis (GO:0006874)	2/139	7.589202e-03	1.862050e-02	0	0	1.704079e+01	8.317659e+01	RYR2;TNNI3
GO_Biological_Process_2023	B Cell Homeostasis (GO:0001782)	1/9	8.519186e-03	1.992247e-02	0	0	1.387014e+02	6.609724e+02	MEF2C
GO_Biological_Process_2023	Positive Regulation Of Leukocyte Apoptotic Process (GO:2000108)	1/9	8.519186e-03	1.992247e-02	0	0	1.387014e+02	6.609724e+02	MEF2C
GO_Biological_Process_2023	Forelimb Morphogenesis (GO:0035136)	1/9	8.519186e-03	1.992247e-02	0	0	1.387014e+02	6.609724e+02	TBX5
GO_Biological_Process_2023	Regulation Of High Voltage-Gated Calcium Channel Activity (GO:1901841)	1/9	8.519186e-03	1.992247e-02	0	0	1.387014e+02	6.609724e+02	NPPA
GO_Biological_Process_2023	Positive Regulation Of Skeletal Muscle Tissue Development (GO:0048643)	1/9	8.519186e-03	1.992247e-02	0	0	1.387014e+02	6.609724e+02	MEF2C
GO_Biological_Process_2023	Regulation Of Sequestering Of Calcium Ion (GO:0051282)	1/9	8.519186e-03	1.992247e-02	0	0	1.387014e+02	6.609724e+02	RYR2
GO_Biological_Process_2023	Cellular Response To Purine-Containing Compound (GO:0071415)	1/9	8.519186e-03	1.992247e-02	0	0	1.387014e+02	6.609724e+02	RYR2
GO_Biological_Process_2023	Regulation Of Actin Filament-Based Movement (GO:1903115)	1/9	8.519186e-03	1.992247e-02	0	0	1.387014e+02	6.609724e+02	SCN5A
GO_Biological_Process_2023	Regulation Of Cardiac Muscle Cell Differentiation (GO:2000725)	1/9	8.519186e-03	1.992247e-02	0	0	1.387014e+02	6.609724e+02	MEF2C
GO_Biological_Process_2023	Regulation Of Transcription By RNA Polymerase II (GO:0006357)	6/2028	9.152283e-03	2.113541e-02	0	0	4.099292e+00	1.924106e+01	MEF2C;HAND2;IRX4;GATA4;TBX5;NKX2-5
GO_Biological_Process_2023	Epithelium Development (GO:0060429)	2/154	9.243582e-03	2.113541e-02	0	0	1.534752e+01	7.188513e+01	TBX5;NKX2-5
GO_Biological_Process_2023	Epithelial Cell Apoptotic Process (GO:1904019)	1/10	9.461511e-03	2.113541e-02	0	0	1.232840e+02	5.745677e+02	RYR2
GO_Biological_Process_2023	Positive Regulation Of Voltage-Gated Potassium Channel Activity (GO:1903818)	1/10	9.461511e-03	2.113541e-02	0	0	1.232840e+02	5.745677e+02	NPPA
GO_Biological_Process_2023	Cardiac Muscle Cell Membrane Repolarization (GO:0099622)	1/10	9.461511e-03	2.113541e-02	0	0	1.232840e+02	5.745677e+02	KCNJ2
GO_Biological_Process_2023	Columnar/Cuboidal Epithelial Cell Differentiation (GO:0002065)	1/10	9.461511e-03	2.113541e-02	0	0	1.232840e+02	5.745677e+02	GATA4
GO_Biological_Process_2023	Sarcoplasmic Reticulum Calcium Ion Transport (GO:0070296)	1/10	9.461511e-03	2.113541e-02	0	0	1.232840e+02	5.745677e+02	RYR2
GO_Biological_Process_2023	Regulation Of Calcium Ion Transmembrane Transport Via High Voltage-Gated Calcium Channel (GO:1902514)	1/10	9.461511e-03	2.113541e-02	0	0	1.232840e+02	5.745677e+02	NPPA
GO_Biological_Process_2023	Embryonic Appendage Morphogenesis (GO:0035113)	1/10	9.461511e-03	2.113541e-02	0	0	1.232840e+02	5.745677e+02	TBX5
GO_Biological_Process_2023	Positive Regulation Of Gene Expression (GO:0010628)	3/480	9.999928e-03	2.222756e-02	0	0	7.666667e+00	3.530636e+01	MEF2C;ACTC1;HAND2
GO_Biological_Process_2023	Negative Regulation Of Apoptotic Process (GO:0043066)	3/482	1.011358e-02	2.224258e-02	0	0	7.633873e+00	3.506907e+01	MEF2C;GATA4;NKX2-5
GO_Biological_Process_2023	Positive Regulation Of Cell Population Proliferation (GO:0008284)	3/483	1.017069e-02	2.224258e-02	0	0	7.617578e+00	3.495132e+01	MEF2C;SCN5A;NKX2-5
GO_Biological_Process_2023	Negative Regulation Of Myotube Differentiation (GO:0010832)	1/11	1.040299e-02	2.224258e-02	0	0	1.109500e+02	5.065602e+02	NKX2-5
GO_Biological_Process_2023	Melanocyte Differentiation (GO:0030318)	1/11	1.040299e-02	2.224258e-02	0	0	1.109500e+02	5.065602e+02	MEF2C
GO_Biological_Process_2023	Cellular Response To Fluid Shear Stress (GO:0071498)	1/11	1.040299e-02	2.224258e-02	0	0	1.109500e+02	5.065602e+02	MEF2C
GO_Biological_Process_2023	Positive Regulation Of Behavior (GO:0048520)	1/11	1.040299e-02	2.224258e-02	0	0	1.109500e+02	5.065602e+02	MEF2C
GO_Biological_Process_2023	Regulation Of Cell Communication By Electrical Coupling Involved In Cardiac Conduction (GO:1901844)	1/11	1.040299e-02	2.224258e-02	0	0	1.109500e+02	5.065602e+02	TBX5
GO_Biological_Process_2023	Smooth Muscle Cell Differentiation (GO:0051145)	1/11	1.040299e-02	2.224258e-02	0	0	1.109500e+02	5.065602e+02	MEF2C
GO_Biological_Process_2023	Vascular Process In Circulatory System (GO:0003018)	1/12	1.134362e-02	2.336369e-02	0	0	1.008586e+02	4.517557e+02	NPPB
GO_Biological_Process_2023	Regulation Of Tube Diameter (GO:0035296)	1/12	1.134362e-02	2.336369e-02	0	0	1.008586e+02	4.517557e+02	NPPB
GO_Biological_Process_2023	Regulation Of Vascular Associated Smooth Muscle Cell Migration (GO:1904752)	1/12	1.134362e-02	2.336369e-02	0	0	1.008586e+02	4.517557e+02	MEF2C
GO_Biological_Process_2023	Relaxation Of Cardiac Muscle (GO:0055119)	1/12	1.134362e-02	2.336369e-02	0	0	1.008586e+02	4.517557e+02	KCNJ2
GO_Biological_Process_2023	Negative Regulation Of JUN Kinase Activity (GO:0043508)	1/12	1.134362e-02	2.336369e-02	0	0	1.008586e+02	4.517557e+02	NPPA
GO_Biological_Process_2023	Detection Of Calcium Ion (GO:0005513)	1/12	1.134362e-02	2.336369e-02	0	0	1.008586e+02	4.517557e+02	RYR2
GO_Biological_Process_2023	Secretion (GO:0046903)	1/12	1.134362e-02	2.336369e-02	0	0	1.008586e+02	4.517557e+02	NPPB
GO_Biological_Process_2023	Endochondral Bone Morphogenesis (GO:0060350)	1/12	1.134362e-02	2.336369e-02	0	0	1.008586e+02	4.517557e+02	MEF2C
GO_Biological_Process_2023	Generation Of Neurons (GO:0048699)	2/172	1.142211e-02	2.341793e-02	0	0	1.371003e+01	6.131408e+01	MEF2C;IRX4
GO_Biological_Process_2023	Thymus Development (GO:0048538)	1/13	1.228340e-02	2.437825e-02	0	0	9.244907e+01	4.067303e+02	HAND2
GO_Biological_Process_2023	Intracellular Potassium Ion Homeostasis (GO:0030007)	1/13	1.228340e-02	2.437825e-02	0	0	9.244907e+01	4.067303e+02	KCNJ2
GO_Biological_Process_2023	Body Fluid Secretion (GO:0007589)	1/13	1.228340e-02	2.437825e-02	0	0	9.244907e+01	4.067303e+02	NPPB
GO_Biological_Process_2023	Membrane Depolarization (GO:0051899)	1/13	1.228340e-02	2.437825e-02	0	0	9.244907e+01	4.067303e+02	SCN5A
GO_Biological_Process_2023	Relaxation Of Muscle (GO:0090075)	1/13	1.228340e-02	2.437825e-02	0	0	9.244907e+01	4.067303e+02	KCNJ2
GO_Biological_Process_2023	Positive Regulation Of Cardiac Muscle Cell Proliferation (GO:0060045)	1/13	1.228340e-02	2.437825e-02	0	0	9.244907e+01	4.067303e+02	MEF2C
GO_Biological_Process_2023	Positive Regulation Of Cyclase Activity (GO:0031281)	1/13	1.228340e-02	2.437825e-02	0	0	9.244907e+01	4.067303e+02	CACNA1C
GO_Biological_Process_2023	Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374)	2/179	1.232486e-02	2.437825e-02	0	0	1.316318e+01	5.786713e+01	HAND2;GATA4
GO_Biological_Process_2023	Striated Muscle Cell Development (GO:0055002)	1/14	1.322233e-02	2.543969e-02	0	0	8.533333e+01	3.691390e+02	MYH6
GO_Biological_Process_2023	Positive Regulation Of Lyase Activity (GO:0051349)	1/14	1.322233e-02	2.543969e-02	0	0	8.533333e+01	3.691390e+02	CACNA1C
GO_Biological_Process_2023	Negative Regulation Of Smooth Muscle Cell Migration (GO:0014912)	1/14	1.322233e-02	2.543969e-02	0	0	8.533333e+01	3.691390e+02	MEF2C
GO_Biological_Process_2023	Odontogenesis Of Dentin-Containing Tooth (GO:0042475)	1/14	1.322233e-02	2.543969e-02	0	0	8.533333e+01	3.691390e+02	SCN5A
GO_Biological_Process_2023	Membrane Repolarization During Cardiac Muscle Cell Action Potential (GO:0086013)	1/14	1.322233e-02	2.543969e-02	0	0	8.533333e+01	3.691390e+02	KCNJ2
GO_Biological_Process_2023	Endoderm Development (GO:0007492)	1/14	1.322233e-02	2.543969e-02	0	0	8.533333e+01	3.691390e+02	GATA4
GO_Biological_Process_2023	Negative Regulation Of Macromolecule Metabolic Process (GO:0010605)	2/186	1.325810e-02	2.543969e-02	0	0	1.265793e+01	5.472208e+01	MEF2C;HAND2
GO_Biological_Process_2023	Negative Regulation Of Cellular Process (GO:0048523)	3/537	1.354086e-02	2.587168e-02	0	0	6.828301e+00	2.937565e+01	NPPB;MYL2;TBX5
GO_Biological_Process_2023	Positive Regulation Of Secretion (GO:0051047)	1/15	1.416042e-02	2.671441e-02	0	0	7.923413e+01	3.373238e+02	NPPB
GO_Biological_Process_2023	Cardiac Myofibril Assembly (GO:0055003)	1/15	1.416042e-02	2.671441e-02	0	0	7.923413e+01	3.373238e+02	MYL2
GO_Biological_Process_2023	Membrane Repolarization During Action Potential (GO:0086011)	1/15	1.416042e-02	2.671441e-02	0	0	7.923413e+01	3.373238e+02	KCNJ2
GO_Biological_Process_2023	Establishment Of Protein Localization To Endoplasmic Reticulum (GO:0072599)	1/16	1.509767e-02	2.778219e-02	0	0	7.394815e+01	3.100805e+02	RYR2
GO_Biological_Process_2023	Positive Regulation Of Muscle Hypertrophy (GO:0014742)	1/16	1.509767e-02	2.778219e-02	0	0	7.394815e+01	3.100805e+02	HAND2
GO_Biological_Process_2023	Protein Localization To Endoplasmic Reticulum (GO:0070972)	1/16	1.509767e-02	2.778219e-02	0	0	7.394815e+01	3.100805e+02	RYR2
GO_Biological_Process_2023	Pharyngeal System Development (GO:0060037)	1/16	1.509767e-02	2.778219e-02	0	0	7.394815e+01	3.100805e+02	NKX2-5
GO_Biological_Process_2023	Regulation Of NMDA Receptor Activity (GO:2000310)	1/16	1.509767e-02	2.778219e-02	0	0	7.394815e+01	3.100805e+02	MEF2C
GO_Biological_Process_2023	Positive Regulation Of Cardiac Muscle Tissue Growth (GO:0055023)	1/16	1.509767e-02	2.778219e-02	0	0	7.394815e+01	3.100805e+02	MEF2C
GO_Biological_Process_2023	Regulation Of Angiogenesis (GO:0045765)	2/205	1.594171e-02	2.834369e-02	0	0	1.146218e+01	4.743988e+01	NPPB;GATA4
GO_Biological_Process_2023	Regulation Of Delayed Rectifier Potassium Channel Activity (GO:1902259)	1/17	1.603407e-02	2.834369e-02	0	0	6.932292e+01	2.865143e+02	NPPA
GO_Biological_Process_2023	Positive Regulation Of Potassium Ion Transmembrane Transport (GO:1901381)	1/17	1.603407e-02	2.834369e-02	0	0	6.932292e+01	2.865143e+02	NPPA
GO_Biological_Process_2023	Negative Regulation Of Striated Muscle Cell Differentiation (GO:0051154)	1/17	1.603407e-02	2.834369e-02	0	0	6.932292e+01	2.865143e+02	NKX2-5
GO_Biological_Process_2023	Negative Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904706)	1/17	1.603407e-02	2.834369e-02	0	0	6.932292e+01	2.865143e+02	MEF2C
GO_Biological_Process_2023	Mesenchyme Development (GO:0060485)	1/17	1.603407e-02	2.834369e-02	0	0	6.932292e+01	2.865143e+02	GATA4
GO_Biological_Process_2023	Cellular Response To Alkaloid (GO:0071312)	1/17	1.603407e-02	2.834369e-02	0	0	6.932292e+01	2.865143e+02	RYR2
GO_Biological_Process_2023	Muscle Tissue Morphogenesis (GO:0060415)	1/17	1.603407e-02	2.834369e-02	0	0	6.932292e+01	2.865143e+02	NKX2-5
GO_Biological_Process_2023	Positive Regulation Of Cardiac Muscle Hypertrophy (GO:0010613)	1/17	1.603407e-02	2.834369e-02	0	0	6.932292e+01	2.865143e+02	HAND2
GO_Biological_Process_2023	Regulation Of Adenylate Cyclase Activity (GO:0045761)	1/17	1.603407e-02	2.834369e-02	0	0	6.932292e+01	2.865143e+02	CACNA1C
GO_Biological_Process_2023	Excitatory Postsynaptic Potential (GO:0060079)	1/18	1.696963e-02	2.941839e-02	0	0	6.524183e+01	2.659472e+02	MEF2C
GO_Biological_Process_2023	Neural Crest Cell Differentiation (GO:0014033)	1/18	1.696963e-02	2.941839e-02	0	0	6.524183e+01	2.659472e+02	MEF2C
GO_Biological_Process_2023	Membrane Repolarization (GO:0086009)	1/18	1.696963e-02	2.941839e-02	0	0	6.524183e+01	2.659472e+02	KCNJ2
GO_Biological_Process_2023	Regulation Of Vascular Endothelial Cell Proliferation (GO:1905562)	1/18	1.696963e-02	2.941839e-02	0	0	6.524183e+01	2.659472e+02	MEF2C
GO_Biological_Process_2023	Regulation Of Ventricular Cardiac Muscle Cell Membrane Repolarization (GO:0060307)	1/18	1.696963e-02	2.941839e-02	0	0	6.524183e+01	2.659472e+02	SCN5A
GO_Biological_Process_2023	Regulation Of Megakaryocyte Differentiation (GO:0045652)	1/19	1.790435e-02	3.056674e-02	0	0	6.161420e+01	2.478562e+02	MEF2C
GO_Biological_Process_2023	Atrioventricular Valve Morphogenesis (GO:0003181)	1/19	1.790435e-02	3.056674e-02	0	0	6.161420e+01	2.478562e+02	GATA4
GO_Biological_Process_2023	Cellular Response To Catecholamine Stimulus (GO:0071870)	1/19	1.790435e-02	3.056674e-02	0	0	6.161420e+01	2.478562e+02	RYR2
GO_Biological_Process_2023	Regulation Of Tissue Remodeling (GO:0034103)	1/19	1.790435e-02	3.056674e-02	0	0	6.161420e+01	2.478562e+02	HAND2
GO_Biological_Process_2023	Striated Muscle Cell Differentiation (GO:0051146)	1/20	1.883822e-02	3.167925e-02	0	0	5.836842e+01	2.318316e+02	MEF2C
GO_Biological_Process_2023	Limb Morphogenesis (GO:0035108)	1/20	1.883822e-02	3.167925e-02	0	0	5.836842e+01	2.318316e+02	TBX5
GO_Biological_Process_2023	Calcium-Mediated Signaling Using Intracellular Calcium Source (GO:0035584)	1/20	1.883822e-02	3.167925e-02	0	0	5.836842e+01	2.318316e+02	RYR2
GO_Biological_Process_2023	Regulation Of Calcium Ion Transmembrane Transport (GO:1903169)	1/20	1.883822e-02	3.167925e-02	0	0	5.836842e+01	2.318316e+02	NPPA
GO_Biological_Process_2023	Regulation Of Cell Growth (GO:0001558)	2/227	1.931568e-02	3.236097e-02	0	0	1.032993e+01	4.077058e+01	NPPB;MYL2
GO_Biological_Process_2023	Regulation Of Gene Expression (GO:0010468)	4/1127	1.970642e-02	3.263711e-02	0	0	4.478005e+00	1.758428e+01	MEF2C;ACTC1;HAND2;GATA4
GO_Biological_Process_2023	Regulation Of Dendritic Spine Development (GO:0060998)	1/21	1.977125e-02	3.263711e-02	0	0	5.544722e+01	2.175486e+02	MEF2C
GO_Biological_Process_2023	Positive Regulation Of Transcription Regulatory Region DNA Binding (GO:2000679)	1/21	1.977125e-02	3.263711e-02	0	0	5.544722e+01	2.175486e+02	HAND2
GO_Biological_Process_2023	Regulation Of Neurotransmitter Transport (GO:0051588)	1/21	1.977125e-02	3.263711e-02	0	0	5.544722e+01	2.175486e+02	MEF2C
GO_Biological_Process_2023	Negative Regulation Of Multicellular Organismal Process (GO:0051241)	2/231	1.995900e-02	3.282634e-02	0	0	1.014744e+01	3.971786e+01	MEF2C;TBX5
GO_Biological_Process_2023	Positive Regulation Of Phosphatase Activity (GO:0010922)	1/22	2.070345e-02	3.392645e-02	0	0	5.280423e+01	2.047460e+02	MEF2C
GO_Biological_Process_2023	Negative Regulation Of Oxidative Stress-Induced Cell Death (GO:1903202)	1/23	2.163480e-02	3.456948e-02	0	0	5.040152e+01	1.932118e+02	GATA4
GO_Biological_Process_2023	Regulation Of Myotube Differentiation (GO:0010830)	1/23	2.163480e-02	3.456948e-02	0	0	5.040152e+01	1.932118e+02	NKX2-5
GO_Biological_Process_2023	Potassium Ion Homeostasis (GO:0055075)	1/23	2.163480e-02	3.456948e-02	0	0	5.040152e+01	1.932118e+02	KCNJ2
GO_Biological_Process_2023	Regulation Of Cardiac Muscle Hypertrophy (GO:0010611)	1/23	2.163480e-02	3.456948e-02	0	0	5.040152e+01	1.932118e+02	HAND2
GO_Biological_Process_2023	Endocardial Cushion Development (GO:0003197)	1/23	2.163480e-02	3.456948e-02	0	0	5.040152e+01	1.932118e+02	GATA4
GO_Biological_Process_2023	Endocrine System Development (GO:0035270)	1/23	2.163480e-02	3.456948e-02	0	0	5.040152e+01	1.932118e+02	NKX2-5
GO_Biological_Process_2023	Regulation Of Cell Junction Assembly (GO:1901888)	1/23	2.163480e-02	3.456948e-02	0	0	5.040152e+01	1.932118e+02	MEF2C
GO_Biological_Process_2023	Regulation Of ERK1 And ERK2 Cascade (GO:0070372)	2/244	2.211166e-02	3.505822e-02	0	0	9.596014e+00	3.657665e+01	HAND2;GATA4
GO_Biological_Process_2023	Negative Regulation Of Ossification (GO:0030279)	1/24	2.256531e-02	3.505822e-02	0	0	4.820773e+01	1.827720e+02	MEF2C
GO_Biological_Process_2023	Positive Regulation Of p38MAPK Cascade (GO:1900745)	1/24	2.256531e-02	3.505822e-02	0	0	4.820773e+01	1.827720e+02	HAND2
GO_Biological_Process_2023	Positive Regulation Of Vascular Endothelial Growth Factor Production (GO:0010575)	1/24	2.256531e-02	3.505822e-02	0	0	4.820773e+01	1.827720e+02	GATA4
GO_Biological_Process_2023	Outflow Tract Septum Morphogenesis (GO:0003148)	1/24	2.256531e-02	3.505822e-02	0	0	4.820773e+01	1.827720e+02	NKX2-5
GO_Biological_Process_2023	Cell Morphogenesis Involved In Differentiation (GO:0000904)	1/24	2.256531e-02	3.505822e-02	0	0	4.820773e+01	1.827720e+02	MEF2C
GO_Biological_Process_2023	Regulation Of AMPA Receptor Activity (GO:2000311)	1/24	2.256531e-02	3.505822e-02	0	0	4.820773e+01	1.827720e+02	MEF2C
GO_Biological_Process_2023	Response To Purine-Containing Compound (GO:0014074)	1/24	2.256531e-02	3.505822e-02	0	0	4.820773e+01	1.827720e+02	RYR2
GO_Biological_Process_2023	Positive Regulation Of Striated Muscle Cell Differentiation (GO:0051155)	1/25	2.349499e-02	3.600426e-02	0	0	4.619676e+01	1.732826e+02	MEF2C
GO_Biological_Process_2023	Regulation Of Synapse Organization (GO:0050807)	1/25	2.349499e-02	3.600426e-02	0	0	4.619676e+01	1.732826e+02	MEF2C
GO_Biological_Process_2023	Chemical Synaptic Transmission, Postsynaptic (GO:0099565)	1/25	2.349499e-02	3.600426e-02	0	0	4.619676e+01	1.732826e+02	MEF2C
GO_Biological_Process_2023	Myotube Differentiation (GO:0014902)	1/25	2.349499e-02	3.600426e-02	0	0	4.619676e+01	1.732826e+02	MEF2C
GO_Biological_Process_2023	Regulation Of Myeloid Cell Differentiation (GO:0045637)	1/26	2.442382e-02	3.679965e-02	0	0	4.434667e+01	1.646235e+02	MEF2C
GO_Biological_Process_2023	Camera-Type Eye Development (GO:0043010)	1/26	2.442382e-02	3.679965e-02	0	0	4.434667e+01	1.646235e+02	CACNA1C
GO_Biological_Process_2023	Regulation Of Vascular Endothelial Growth Factor Production (GO:0010574)	1/26	2.442382e-02	3.679965e-02	0	0	4.434667e+01	1.646235e+02	GATA4
GO_Biological_Process_2023	Cellular Response To Xenobiotic Stimulus (GO:0071466)	1/26	2.442382e-02	3.679965e-02	0	0	4.434667e+01	1.646235e+02	MEF2C
GO_Biological_Process_2023	Positive Regulation Of Adenylate Cyclase Activity (GO:0045762)	1/26	2.442382e-02	3.679965e-02	0	0	4.434667e+01	1.646235e+02	CACNA1C
GO_Biological_Process_2023	Ventricular Septum Morphogenesis (GO:0060412)	1/27	2.535182e-02	3.769195e-02	0	0	4.263889e+01	1.566938e+02	NKX2-5
GO_Biological_Process_2023	In Utero Embryonic Development (GO:0001701)	1/27	2.535182e-02	3.769195e-02	0	0	4.263889e+01	1.566938e+02	MYH6
GO_Biological_Process_2023	Regulation Of Transcription Regulatory Region DNA Binding (GO:2000677)	1/27	2.535182e-02	3.769195e-02	0	0	4.263889e+01	1.566938e+02	HAND2
GO_Biological_Process_2023	Positive Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901021)	1/27	2.535182e-02	3.769195e-02	0	0	4.263889e+01	1.566938e+02	RYR2
GO_Biological_Process_2023	Regulation Of Monoatomic Ion Transport (GO:0043269)	1/28	2.627899e-02	3.881337e-02	0	0	4.105761e+01	1.494081e+02	KCNJ2
GO_Biological_Process_2023	Regulation Of Sodium Ion Transmembrane Transport (GO:1902305)	1/28	2.627899e-02	3.881337e-02	0	0	4.105761e+01	1.494081e+02	SCN5A
GO_Biological_Process_2023	Regulation Of Monoatomic Ion Transmembrane Transport (GO:0034765)	1/29	2.720532e-02	3.965970e-02	0	0	3.958929e+01	1.426934e+02	KCNJ2
GO_Biological_Process_2023	Positive Regulation Of B Cell Proliferation (GO:0030890)	1/29	2.720532e-02	3.965970e-02	0	0	3.958929e+01	1.426934e+02	MEF2C
