target_chembl_id,gene_symbol,compound_chembl_id,compound_name,standard_value,standard_type,is_approved_drug,canonical_smiles,pchembl_value
CHEMBL1980,SCN5A,CHEMBL2012299,,20.0,IC50,0,Fc1cccc(Cn2ccc3c(OC4CCN(Cc5ccccn5)CC4)ncnc32)c1F,7.7
CHEMBL1980,SCN5A,CHEMBL2012300,,80.0,IC50,0,Fc1c(Cl)cccc1Cn1ccc2c(OC3CCN(Cc4ccccn4)CC3)ncnc21,7.1
CHEMBL1980,SCN5A,CHEMBL2012301,,190.0,IC50,0,Fc1c(Cn2ccc3c(OC4CCN(Cc5ccccn5)CC4)ncnc32)cccc1C(F)(F)F,6.72
CHEMBL2095229,CACNA1C,CHEMBL2069499,,128.0,IC50,0,CCCCC1(CCCC)N[C@@H](c2nc(-c3ccccc3)c[nH]2)Cc2c1[nH]c1ccccc21,6.89
CHEMBL2095229,CACNA1C,CHEMBL2069500,,308.0,IC50,0,c1ccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)C(C4CCCCC4)N3)n2)cc1,6.51
CHEMBL2095229,CACNA1C,CHEMBL2069501,,1526.0,IC50,0,CCOCC1(COCC)N[C@@H](c2nc(-c3ccccc3)c[nH]2)Cc2c1[nH]c1ccccc21,5.82
CHEMBL2095229,CACNA1C,CHEMBL2069502,,1900.0,IC50,0,c1ccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)[C@@H](C4CCOCC4)N3)n2)cc1,5.72
CHEMBL1980,SCN5A,CHEMBL2069400,,1995.26,IC50,0,CN1CCN(c2cccc3c2C[C@H](NC(=O)c2ccc(OC(F)(F)F)cc2)CO3)CC1,5.7
CHEMBL1980,SCN5A,CHEMBL2069401,,5011.87,IC50,0,CN1CCN(c2cccc3c2C[C@H](NC(=O)c2ccc(OCC(F)(F)F)nc2)CO3)CC1,5.3
CHEMBL1980,SCN5A,CHEMBL2069402,,5011.87,IC50,0,CN1CCN(c2cccc3c2C[C@H](NC(=O)c2ccc(OCCC(F)(F)F)nc2)CO3)CC1,5.3
CHEMBL1980,SCN5A,CHEMBL2069403,,5011.87,IC50,0,Cc1nn(-c2ccccc2)nc1C(=O)N[C@@H]1COc2cccc(N3CCN(C)CC3)c2C1,5.3
CHEMBL1980,SCN5A,CHEMBL2069404,,2511.89,IC50,0,Cc1ccc(-n2nc(C)c(C(=O)N[C@@H]3COc4cccc(N5CCN(C)CC5)c4C3)n2)c(C)c1,5.6
CHEMBL1980,SCN5A,CHEMBL2069406,,3162.28,IC50,0,O=C(N[C@@H]1COc2cccc(-c3cccnc3)c2C1)c1ccc(OC(F)(F)F)cc1,5.5
CHEMBL1980,SCN5A,CHEMBL2069407,,3981.07,IC50,0,O=C(N[C@@H]1COc2cccc(-c3ccncc3)c2C1)c1ccc(OC(F)(F)F)cc1,5.4
CHEMBL1980,SCN5A,CHEMBL2069408,,3162.28,IC50,0,O=C(N[C@@H]1COc2cccc(-c3cccnc3)c2C1)c1ccc(OCC(F)(F)F)nc1,5.5
CHEMBL1980,SCN5A,CHEMBL2069409,,3162.28,IC50,0,O=C(N[C@@H]1COc2cccc(-c3ccncc3)c2C1)c1ccc(OCC(F)(F)F)nc1,5.5
CHEMBL1980,SCN5A,CHEMBL2069410,,3981.07,IC50,0,COc1ncc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCC(F)(F)F)nc2)CO3)cc1F,5.4
CHEMBL1980,SCN5A,CHEMBL2069411,,6309.57,IC50,0,O=C(N[C@@H]1COc2cccc(-c3ccc(CO)nc3)c2C1)c1ccc(OCC(F)(F)F)nc1,5.2
CHEMBL1980,SCN5A,CHEMBL2069412,,6309.57,IC50,0,O=C(N[C@@H]1COc2cccc(-c3ccnc(CO)c3)c2C1)c1ccc(OCC(F)(F)F)nc1,5.2
CHEMBL1980,SCN5A,CHEMBL2069413,,7943.28,IC50,0,O=C(N[C@@H]1COc2cccc(-c3ccc(CO)nc3)c2C1)c1ccc(OCCOCC(F)(F)F)nc1,5.1
CHEMBL1980,SCN5A,CHEMBL2069414,,10000.0,IC50,0,CC(O)c1ccc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCCOCC(F)(F)F)nc2)CO3)cn1,5.0
CHEMBL1980,SCN5A,CHEMBL2069415,,5011.87,IC50,0,Cc1cc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCCOCC(F)(F)F)nc2)CO3)cnc1CO,5.3
CHEMBL1980,SCN5A,CHEMBL2069420,,3981.07,IC50,0,O=C(N[C@@H]1COc2cccc(-c3cncnc3)c2C1)c1ccc(OCCC(F)(F)F)nc1,5.4
CHEMBL1980,SCN5A,CHEMBL2069421,,6309.57,IC50,0,COc1ncc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCC(F)(F)F)nc2)CO3)cn1,5.2
CHEMBL1980,SCN5A,CHEMBL2069422,,3981.07,IC50,0,COc1ncc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCCC(F)(F)F)nc2)CO3)cn1,5.4
CHEMBL1980,SCN5A,CHEMBL2069423,,10000.0,IC50,0,COc1ncc(-c2cccc3c2C[C@H](NC(=O)c2ccc(COCC(F)(F)F)nc2)CO3)cn1,5.0
CHEMBL1980,SCN5A,CHEMBL2069424,,5011.87,IC50,0,Cc1ncc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCC(F)(F)F)nc2)CO3)cn1,5.3
CHEMBL1980,SCN5A,CHEMBL2147211,,6309.57,IC50,0,COc1cnc(-c2ccccc2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,5.2
CHEMBL1980,SCN5A,CHEMBL2147212,,6309.57,IC50,0,O=C(NCCc1ccccc1-c1cnc(OC(F)F)cn1)c1ccc(OCCC(F)(F)F)nc1,5.2
CHEMBL1980,SCN5A,CHEMBL2147213,,6309.57,IC50,0,O=C(NCCc1ccccc1-c1cccnc1)c1ccc(OCCC(F)(F)F)nc1,5.2
CHEMBL1980,SCN5A,CHEMBL2147214,,5011.87,IC50,0,Cc1ncc(-c2ccccc2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,5.3
CHEMBL1980,SCN5A,CHEMBL2147219,,6309.57,IC50,0,Cc1ncc(-c2ccccc2CCNC(=O)c2ccc(C(=O)NCCCC(F)(F)F)nc2)cn1,5.2
CHEMBL1980,SCN5A,CHEMBL2147221,,6309.57,IC50,0,COc1ncc(-c2cccc(C)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,5.2
CHEMBL1980,SCN5A,CHEMBL2147222,,3162.28,IC50,0,COc1ncc(-c2cccc(F)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,5.5
CHEMBL1980,SCN5A,CHEMBL2147223,,5011.87,IC50,0,COc1ncc(-c2cccc(Cl)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,5.3
CHEMBL1980,SCN5A,CHEMBL2147224,,6309.57,IC50,0,COc1ncc(-c2cccc(OC)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,5.2
CHEMBL1980,SCN5A,CHEMBL2147304,,7943.28,IC50,0,COc1ncc(-c2cccc(OC(F)F)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,5.1
CHEMBL1980,SCN5A,CHEMBL2147305,,794.33,IC50,0,COc1ncc(-c2c(C)ccc(F)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,6.1
CHEMBL1980,SCN5A,CHEMBL2147306,,2511.89,IC50,0,COc1ncc(-c2c(C)ccc(F)c2CCNC(=O)c2ccc(OCC(F)(F)F)nc2)cn1,5.6
CHEMBL1980,SCN5A,CHEMBL2147307,,1000.0,IC50,0,COc1cnc(-c2c(C)ccc(F)c2CCNC(=O)c2ccc(COCC(F)(F)F)nc2)cn1,6.0
CHEMBL1980,SCN5A,CHEMBL2147308,,1584.89,IC50,0,COc1cnc(-c2c(F)ccc(F)c2CCNC(=O)c2ccc(COCC(F)(F)F)nc2)cn1,5.8
CHEMBL1980,SCN5A,CHEMBL2147309,,1584.89,IC50,0,Cc1cnc(-c2c(F)ccc(F)c2CCNC(=O)c2ccc(COCC(F)(F)F)nc2)cn1,5.8
CHEMBL1980,SCN5A,CHEMBL2147317,,10000.0,IC50,0,COc1cnc(-c2cccc(F)c2C(F)(F)CNC(=O)c2ccc(COCC(F)(F)F)nc2)cn1,5.0
CHEMBL1980,SCN5A,CHEMBL698,TETRACAINE,530.0,IC50,1,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,6.28
CHEMBL1980,SCN5A,CHEMBL629,AMITRIPTYLINE,1600.0,IC50,1,CN(C)CCC=C1c2ccccc2CCc2ccccc21,5.8
CHEMBL1980,SCN5A,CHEMBL2164041,,940.0,IC50,0,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2cccc(O)c2C(=O)N1CCc1ccccn1,6.03
CHEMBL1980,SCN5A,CHEMBL2164040,,8500.0,IC50,0,COc1cccc2c1C(=O)N(CCc1ccccn1)C2C(=O)NCc1ccc(OC(F)(F)F)cc1,5.07
CHEMBL1980,SCN5A,CHEMBL2164369,,4700.0,IC50,0,Cc1cccc2c1C(C(=O)NCc1ccc(OC(F)(F)F)cc1)N(CCc1ccccn1)C2=O,5.33
CHEMBL1980,SCN5A,CHEMBL2164368,,810.0,IC50,0,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2c(F)cccc2C(=O)N1CCc1ccccn1,6.09
CHEMBL1980,SCN5A,CHEMBL2164363,,1900.0,IC50,0,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CC(F)(F)c1ccccn1,5.72
CHEMBL1980,SCN5A,CHEMBL2164360,,4000.0,IC50,0,CC(Cc1ccccn1)N1C(=O)c2ccccc2C1C(=O)NCc1ccc(OC(F)(F)F)cc1,5.4
CHEMBL1980,SCN5A,CHEMBL2164359,,4300.0,IC50,0,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1Cc1ccc(C(F)(F)F)cn1,5.37
CHEMBL1980,SCN5A,CHEMBL2164358,,9700.0,IC50,0,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCOc1ccccn1,5.01
CHEMBL1980,SCN5A,CHEMBL2164357,,7900.0,IC50,0,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCCc1ccccn1,5.1
CHEMBL1980,SCN5A,CHEMBL2164356,,1900.0,IC50,0,Cc1cccc(CCN2C(=O)c3ccccc3C2C(=O)NCc2ccc(OC(F)(F)F)cc2)n1,5.72
CHEMBL1980,SCN5A,CHEMBL2164047,,1200.0,IC50,0,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCc1ccc(F)cn1,5.92
CHEMBL1980,SCN5A,CHEMBL2164046,,6100.0,IC50,0,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCc1ccncc1,5.21
CHEMBL1980,SCN5A,CHEMBL2164382,,2600.0,IC50,0,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCc1cccnc1,5.58
CHEMBL1980,SCN5A,CHEMBL2164375,,4400.0,IC50,0,CC(C)(C)OC(=O)N1CC(N2C(=O)c3ccccc3C2C(=O)NCc2ccc(OC(F)(F)F)cc2)C1,5.36
CHEMBL1980,SCN5A,CHEMBL2164374,,4500.0,IC50,0,CC(C)(C)OC(=O)N1CCC(N2C(=O)c3ccccc3C2C(=O)NCc2ccc(OC(F)(F)F)cc2)CC1,5.35
CHEMBL1980,SCN5A,CHEMBL2163357,,6100.0,IC50,0,N#C[C@H]1CC[C@H](N2C(=O)c3ccccc3C2C(=O)NCc2ccc(OC(F)(F)F)cc2)CC1,5.21
CHEMBL1980,SCN5A,CHEMBL2164370,,2900.0,IC50,0,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCN1CCOCC1,5.54
CHEMBL1980,SCN5A,CHEMBL2164393,,3700.0,IC50,0,CC(NC(=O)C1c2ccccc2C(=O)N1CCc1ccccn1)c1ccc(OCC(F)(F)F)cc1,5.43
CHEMBL1980,SCN5A,CHEMBL2164392,,8900.0,IC50,0,O=C(NCc1ccc(OCC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCc1ccccn1,5.05
CHEMBL1980,SCN5A,CHEMBL2164391,,4400.0,IC50,0,O=C(NCc1ccc(CC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCc1ccccn1,5.36
CHEMBL1980,SCN5A,CHEMBL2164390,,2800.0,IC50,0,O=C(NCc1cccc(OC(F)(F)F)c1)C1c2ccccc2C(=O)N1CCc1ccccn1,5.55
CHEMBL1980,SCN5A,CHEMBL2164389,,730.0,IC50,0,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCc1ccccn1,6.14
CHEMBL1980,SCN5A,CHEMBL2164387,,1600.0,IC50,0,O=C(NCc1ccc(C(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCc1ccccn1,5.8
CHEMBL1980,SCN5A,CHEMBL2164384,,8700.0,IC50,0,O=C(NCc1ccc(Br)cc1)C1c2ccccc2C(=O)N1CCc1ccccn1,5.06
CHEMBL1980,SCN5A,CHEMBL2164383,,1200.0,IC50,0,Cc1ccc(NC(=O)C2c3ccccc3C(=O)N2CCc2ccccn2)cc1C,5.92
CHEMBL1940,CACNA1C,CHEMBL2180891,,3200.0,IC50,0,CCCN(C1CCN(Cc2c(OC)cccc2OC)CC1)S(=O)(=O)c1cccc(C(F)(F)F)c1,5.5
CHEMBL2095229,CACNA1C,CHEMBL2331983,,5200.0,IC50,0,CC1=C(c2ncnn2C2CCC(C(F)(F)F)CC2)[C@@H](c2ccc(Cl)c(Cl)c2)n2nc(C(F)(F)F)cc2N1,5.28
CHEMBL2095229,CACNA1C,CHEMBL51149,GALLOPAMIL,5.4,Ki,1,COc1ccc(CCN(C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,8.27
CHEMBL1980,SCN5A,CHEMBL481008,,9000.0,IC50,0,CCOc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1N1CCN(C)CC1,5.05
CHEMBL1980,SCN5A,CHEMBL2409409,,7000.0,IC50,0,COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1C1CCN(C(C)C)CC1,5.16
CHEMBL1980,SCN5A,CHEMBL1683036,,6000.0,IC50,0,COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCN(C)CC1,5.22
CHEMBL1980,SCN5A,CHEMBL2409397,,4000.0,IC50,0,COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCN(C(C)C)CC1,5.4
CHEMBL1980,SCN5A,CHEMBL2418811,,3300.0,IC50,0,Cc1sc(Nc2ccc(Cl)cc2F)nc1C(=O)N1CCC[C@H](C)[C@@H]1C,5.48
CHEMBL1940,CACNA1C,CHEMBL2418811,,10000.0,IC50,0,Cc1sc(Nc2ccc(Cl)cc2F)nc1C(=O)N1CCC[C@H](C)[C@@H]1C,5.0
CHEMBL1940,CACNA1C,CHEMBL2418806,,10000.0,IC50,0,Cc1ccc(Nc2nc(C(=O)N3CCCC(C)C3C)cs2)cc1,5.0
CHEMBL1980,SCN5A,CHEMBL2443262,OLICERIDINE,4700.0,IC50,1,COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1,5.33
CHEMBL1980,SCN5A,CHEMBL2443278,,9000.0,IC50,0,c1ccc([C@]2(CCNCc3cccs3)CCOC3(CCCC3)C2)nc1,5.05
CHEMBL1940,CACNA1C,CHEMBL3115195,,5900.0,IC50,0,COC(=O)C(CCC(=O)N1CCN(c2ccccc2OC)CC1)(c1ccc(Br)cc1)C(C)C,5.23
CHEMBL1940,CACNA1C,CHEMBL3115194,,5420.0,IC50,0,COC(=O)C(CCC(=O)N(C)CCCc1nc2ccccc2[nH]1)(c1ccc(Br)cc1)C(C)C,5.27
CHEMBL1980,SCN5A,CHEMBL3128194,,5600.0,IC50,0,Nc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1,5.25
CHEMBL1940,CACNA1C,CHEMBL1684585,,8200.0,IC50,0,Nc1nc(CC(=O)Nc2ccc(C[C@@H]3CC[C@H]([C@H](O)c4ccccc4)N3)cc2)cs1,5.09
CHEMBL1980,SCN5A,CHEMBL3236329,,920.0,IC50,0,O=C(NCc1noc(-c2c3ccccc3nn2CCn2ccnc2)n1)c1cccc(OC(F)(F)F)c1,6.04
CHEMBL1980,SCN5A,CHEMBL3325526,,5200.0,IC50,0,O=S(=O)(Nc1ncns1)c1cc(F)c(OC[C@H]2CNCC[C@@H]2c2ccc(Cl)cc2)cc1F,5.28
CHEMBL1980,SCN5A,CHEMBL3325532,,5900.0,IC50,0,O=S(=O)(Nc1ncns1)c1cc(F)c(OC[C@@H]2CCNC[C@H]2c2ccc(F)cc2)cc1F,5.23
CHEMBL1980,SCN5A,CHEMBL3325540,,2600.0,IC50,0,O=S(=O)(Nc1ncns1)c1cc(F)c(OC[C@@H]2CN(CC(F)(F)F)CC[C@H]2c2ccc(Cl)cc2)cc1F,5.58
CHEMBL1980,SCN5A,CHEMBL3322777,,572.0,IC50,0,COc1ccc2c(c1)NC1(CCN(C(=O)c3ccc(OC)c(N(C)C)c3)CC1)c1cccn1-2,6.24
CHEMBL1980,SCN5A,CHEMBL3337583,,181.0,IC50,0,COc1ccc(C(=O)N2CCC3(CC2)Nc2cc(OC(F)(F)F)ccc2-n2cccc23)cc1N(C)C,6.74
CHEMBL1980,SCN5A,CHEMBL3337584,,340.0,IC50,0,COc1ccc(C(=O)N2CCC3(CC2)Nc2cc(OC(F)F)ccc2-n2cccc23)cc1N(C)C,6.47
CHEMBL1980,SCN5A,CHEMBL3337585,,217.0,IC50,0,COc1ccc(C(=O)N2CCC3(CC2)Nc2cc(C(F)(F)F)ccc2-n2cccc23)cc1N(C)C,6.66
CHEMBL1980,SCN5A,CHEMBL3337586,,2216.0,IC50,0,COCCOc1ccc2c(c1)NC1(CCN(C(=O)c3ccc(OC)c(N(C)C)c3)CC1)c1cccn1-2,5.65
CHEMBL1980,SCN5A,CHEMBL3337587,,358.0,IC50,0,COc1cc2c(cc1F)-n1cccc1C1(CCN(C(=O)c3ccc(OC)c(N(C)C)c3)CC1)N2,6.45
CHEMBL1980,SCN5A,CHEMBL3337589,,519.0,IC50,0,COc1ccc2c(c1)N[C@@]1(CCN(C(=O)c3ccc(OC)c(N(C)C)c3)C[C@@H]1C)c1cccn1-2,6.29
CHEMBL1980,SCN5A,CHEMBL3337591,,3069.0,IC50,0,COc1ccc2c(c1)NC1(CCCN(C(=O)c3ccc(OC)c(N(C)C)c3)CC1)c1cccn1-2,5.51
CHEMBL1980,SCN5A,CHEMBL3337592,,2450.0,IC50,0,COc1ccc2c(c1)NC1(CC3CN(C(=O)c4ccc(OC)c(N(C)C)c4)CC3C1)c1cccn1-2,5.61
CHEMBL1980,SCN5A,CHEMBL3337588,,3261.0,IC50,0,COc1ccc2c(c1)N[C@]1(CCN(C(=O)c3ccc(OC)c(N(C)C)c3)[C@H](C)C1)c1cccn1-2,5.49
CHEMBL1980,SCN5A,CHEMBL3337595,,118.0,IC50,0,COc1ccc2c(c1)NC1(CCN(C(=O)c3ccc(OC)c(N4CCCC4)c3)CC1)c1cccn1-2,6.93
CHEMBL1980,SCN5A,CHEMBL3337594,,1138.0,IC50,0,COc1ccc2c(c1)NC1(CCN(C(=O)c3ccc4c(c3)N(C)CCO4)CC1)c1cccn1-2,5.94
CHEMBL1980,SCN5A,CHEMBL3337596,,1186.0,IC50,0,CCCCc1nc2cc(C(=O)N3CCC4(CC3)Nc3cc(OC)ccc3-n3cccc34)ccc2o1,5.93
CHEMBL1980,SCN5A,CHEMBL3337597,,1034.0,IC50,0,COc1ccc2c(c1)NC1(CCN(C(=O)c3ccc4ncccc4c3)CC1)c1cccn1-2,5.99
CHEMBL1980,SCN5A,CHEMBL3337598,,2938.0,IC50,0,COc1ccc2c(c1)NC1(CCN(C(=O)c3cccc4ncccc34)CC1)c1cccn1-2,5.53
CHEMBL1980,SCN5A,CHEMBL3337599,,419.0,IC50,0,COc1ccc2c(c1)NC1(CCN(C(=O)c3ccc4ccccc4n3)CC1)c1cccn1-2,6.38
CHEMBL1980,SCN5A,CHEMBL3337600,,1732.0,IC50,0,COc1ccc2c(c1)NC1(CCN(C(=O)c3ccc4cccnc4c3)CC1)c1cccn1-2,5.76
CHEMBL1980,SCN5A,CHEMBL3337601,,1653.0,IC50,0,COc1ccc2c(c1)NC1(CCN(C(=O)c3ccc4c(ccn4C)c3)CC1)c1cccn1-2,5.78
CHEMBL1980,SCN5A,CHEMBL3337602,,2811.0,IC50,0,COc1ccc2c(c1)NC1(CCN(C(=O)c3ccc4c(cnn4C)c3)CC1)c1cccn1-2,5.55
CHEMBL1980,SCN5A,CHEMBL3341980,,4750.0,IC50,0,COc1cc(-c2cccc(F)c2)c(Cl)cc1-c1ncnc2cc(S(=O)(=O)Nc3ncns3)ccc12,5.32
CHEMBL1980,SCN5A,CHEMBL3341984,,1200.0,IC50,0,CC(C)Oc1ncc(Oc2cc(F)c(C(=O)NS(=O)(=O)N3CCC3)cc2C2CC2)cc1Cl,5.92
CHEMBL1980,SCN5A,CHEMBL3341985,,1070.0,IC50,0,CS(=O)(=O)NC(=O)c1cc(Cl)c(OCC23CC4CC(CC(C4)C2)C3)cc1F,5.97
CHEMBL1980,SCN5A,CHEMBL3322665,,4384.0,IC50,0,CN(C)c1cccc(C(=O)N2CCC3(CC2)Nc2ccccc2-n2cccc23)c1,5.36
CHEMBL1980,SCN5A,CHEMBL3322668,,1452.0,IC50,0,N#Cc1ccc(C(=O)N2CCC3(CC2)Nc2cc(OC(F)(F)F)ccc2-n2cccc23)cc1,5.84
CHEMBL1980,SCN5A,CHEMBL3322669,,4871.0,IC50,0,N#Cc1ccc(C(=O)N2CCC3(CC2)Nc2cc(C(F)(F)F)ccc2-n2cccc23)cc1,5.31
CHEMBL1980,SCN5A,CHEMBL3322670,,8289.0,IC50,0,N#Cc1ccc(C(=O)N2CCC3(CC2)Nc2cc(Cl)ccc2-n2cccc23)cc1,5.08
CHEMBL1980,SCN5A,CHEMBL3322671,,9291.0,IC50,0,N#Cc1ccc(C(=O)N2CCC3(CC2)Nc2ccc(F)cc2-n2cccc23)cc1,5.03
CHEMBL1980,SCN5A,CHEMBL3322672,,8144.0,IC50,0,N#Cc1ccc(C(=O)N2CCC3(CC2)Nc2ccc(Cl)cc2-n2cccc23)cc1,5.09
CHEMBL1980,SCN5A,CHEMBL3322673,,9174.0,IC50,0,N#Cc1ccc(C(=O)N2CCC3(CC2)Nc2ccc(Br)cc2-n2cccc23)cc1,5.04
CHEMBL1980,SCN5A,CHEMBL3322761,,6882.0,IC50,0,COc1ccc2c(c1)NC1(CCN(C(=O)OCc3ccccc3)CC1)c1cccn1-2,5.16
CHEMBL1980,SCN5A,CHEMBL3322762,,455.0,IC50,0,COc1ccc2c(c1)NC1(CCN(Cc3ccccc3)CC1)c1cccn1-2,6.34
CHEMBL1980,SCN5A,CHEMBL3322763,,4577.0,IC50,0,COc1ccc2c(c1)NC1(CCN(Cc3ccc(C#N)cc3)CC1)c1cccn1-2,5.34
CHEMBL1980,SCN5A,CHEMBL3322767,,4891.0,IC50,0,COc1ccc2c(c1)NC1(CCN(C(=O)c3ccccc3OC)CC1)c1cccn1-2,5.31
CHEMBL1980,SCN5A,CHEMBL3322768,,7601.0,IC50,0,COc1ccc2c(c1)NC1(CCN(C(=O)c3ccccc3Br)CC1)c1cccn1-2,5.12
CHEMBL1980,SCN5A,CHEMBL3322769,,4325.0,IC50,0,COc1cccc(C(=O)N2CCC3(CC2)Nc2cc(OC)ccc2-n2cccc23)c1,5.36
CHEMBL1980,SCN5A,CHEMBL3322758,,7172.0,IC50,0,COc1ccc2c(c1)NC1(CCN(C(=O)c3cccc(C)c3)CC1)c1cccn1-2,5.14
CHEMBL1980,SCN5A,CHEMBL3322759,,4418.0,IC50,0,COc1ccc2c(c1)NC1(CCN(C(=O)c3cccc(Cl)c3)CC1)c1cccn1-2,5.36
CHEMBL1980,SCN5A,CHEMBL3322760,,9716.0,IC50,0,COc1ccc2c(c1)NC1(CCN(C(=O)c3cccc(C#N)c3)CC1)c1cccn1-2,5.01
CHEMBL1980,SCN5A,CHEMBL3322770,,8033.0,IC50,0,COc1ccc(C(=O)N2CCC3(CC2)Nc2cc(OC)ccc2-n2cccc23)cc1,5.09
CHEMBL1980,SCN5A,CHEMBL3322771,,6943.0,IC50,0,COc1ccc2c(c1)NC1(CCN(C(=O)c3ccc(C)cc3)CC1)c1cccn1-2,5.16
CHEMBL1980,SCN5A,CHEMBL3322772,,3949.0,IC50,0,COc1ccc2c(c1)NC1(CCN(C(=O)c3ccc(Cl)cc3)CC1)c1cccn1-2,5.4
CHEMBL1980,SCN5A,CHEMBL3322773,,947.0,IC50,0,COc1ccc2c(c1)NC1(CCN(C(=O)c3ccc(N(C)C)cc3)CC1)c1cccn1-2,6.02
CHEMBL1980,SCN5A,CHEMBL3322774,,7240.0,IC50,0,COc1ccc2c(c1)NC1(CCN(C(=O)c3ccc(C#N)c(OC)c3)CC1)c1cccn1-2,5.14
CHEMBL1980,SCN5A,CHEMBL3322775,,572.0,IC50,0,COc1ccc2c(c1)NC1(CCN(C(=O)c3ccc(N(C)C)c(Cl)c3)CC1)c1cccn1-2,6.24
CHEMBL1980,SCN5A,CHEMBL3322776,,934.0,IC50,0,COc1ccc2c(c1)NC1(CCN(C(=O)c3ccc(OC)c(Cl)c3)CC1)c1cccn1-2,6.03
CHEMBL1980,SCN5A,CHEMBL3322778,,1329.0,IC50,0,COc1ccc2c(c1)NC1(CCN(C(=O)c3ccc(N(C)C)c(OC)c3)CC1)c1cccn1-2,5.88
CHEMBL1980,SCN5A,CHEMBL3322779,,8092.0,IC50,0,COc1ccc2c(c1)NC1(CCN(C(=O)c3cc(C)cc(C)c3)CC1)c1cccn1-2,5.09
CHEMBL1980,SCN5A,CHEMBL3318132,,90.0,IC50,0,CSCC[C@@H]1NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@@H](N)Cc3ccc(O)cc3)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H]3CSSC[C@H](NC(=O)[C@H](C(C)C)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c4ccccc14)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c4ccccc14)C(=O)O)CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)O)NC3=O)C(=O)N2,7.05
