compound_chembl_id,compound_name,canonical_smiles,gene_symbol,tissue,is_approved_drug,pchembl_value,X
CHEMBL1958461,,CCCCCCC[C@](O)(C(N)=O)c1cccc(Cl)c1,SCN5A,heart,0,5.13,-0.5070294673100982
CHEMBL1958462,,CCCCCCC[C@@](O)(C(N)=O)c1cccc(Cl)c1,SCN5A,heart,0,5.32,-0.5070294673100982
CHEMBL2011947,,Nc1ncnc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1,SCN5A,heart,0,5.5,0.27392835138771304
CHEMBL2011950,,Nc1ccnc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1,SCN5A,heart,0,6.3,0.24878134582099284
CHEMBL2012014,,Nc1ccnc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)c1,SCN5A,heart,0,5.85,0.569152703609541
CHEMBL2012017,,Nc1cncc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1,SCN5A,heart,0,6.14,0.07440945784755247
CHEMBL2012023,,CN(c1ccc(Cl)cc1)c1ccc(Nc2nccc(N)n2)cc1,SCN5A,heart,0,5.43,0.19995807356621983
CHEMBL2012025,,Cc1cc(Nc2nccc(N)n2)ccc1Oc1ccc(Cl)cc1,SCN5A,heart,0,5.64,0.2559305716371078
CHEMBL2012026,,Nc1ccnc(Nc2ccc(Oc3cccc(Cl)c3)cc2)n1,SCN5A,heart,0,5.77,0.26365022606816474
CHEMBL2012027,,Nc1ccnc(Nc2ccc(Oc3ccccc3Cl)cc2)n1,SCN5A,heart,0,6.44,0.12729607833411755
CHEMBL2012028,,Nc1ccnc(Nc2ccc(Oc3ccc(F)cc3)cc2)n1,SCN5A,heart,0,6.11,0.2681519188616618
CHEMBL2012029,,Cc1ccc(Oc2ccc(Nc3nccc(N)n3)cc2)cc1,SCN5A,heart,0,6.23,-0.019473418491486195
CHEMBL2012030,,Nc1ccnc(Nc2ccc(Oc3ccc(C4CC4)cc3)cc2)n1,SCN5A,heart,0,5.7,-0.06863919943713569
CHEMBL2012032,,N#Cc1ccc(Oc2ccc(Nc3nccc(N)n3)cc2)cc1,SCN5A,heart,0,5.92,0.12181835865607041
CHEMBL2012038,,Nc1ccnc(Nc2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)n1,SCN5A,heart,0,6.62,0.24378166036596302
CHEMBL2012039,,Nc1cncc(Nc2ccc(Oc3ccccc3)cc2)n1,SCN5A,heart,0,5.75,-0.3771731666666358
CHEMBL2012040,,Nc1cncc(Nc2ccc(Oc3ccc(F)cc3)cc2)n1,SCN5A,heart,0,6.33,0.09378003088822133
CHEMBL2012041,,Cc1ccc(Oc2ccc(Nc3cncc(N)n3)cc2)cc1,SCN5A,heart,0,6.39,-0.19384530646492643
CHEMBL2012042,,Nc1cncc(Nc2ccc(Oc3ccc(C4CC4)cc3)cc2)n1,SCN5A,heart,0,5.52,-0.24301108741057584
CHEMBL2012044,,Nc1cncc(Nc2ccc(Oc3ccc(C(F)(F)F)cc3)cc2)n1,SCN5A,heart,0,6.34,0.19883981193697112
CHEMBL2010816,,Nc1cncc(Nc2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)n1,SCN5A,heart,0,5.9,0.06940977239252283
CHEMBL2012178,,Cc1c(C)n(Cc2ccccc2)c2ncnc(OC3CCN(Cc4cscn4)CC3)c12,SCN5A,heart,0,6.92,-0.6252274393573583
CHEMBL2012179,,Cc1cn(Cc2ccccc2)c2ncnc(OC3CCN(Cc4cscn4)CC3)c12,SCN5A,heart,0,7.3,-0.6079181315378595
CHEMBL2012180,,Fc1cn(Cc2ccccc2)c2ncnc(OC3CCN(Cc4cscn4)CC3)c12,SCN5A,heart,0,7.52,-0.404758848007386
CHEMBL2012181,,Clc1cn(Cc2ccccc2)c2ncnc(OC3CCN(Cc4cscn4)CC3)c12,SCN5A,heart,0,7.1,-0.3986918266841153
CHEMBL2012244,,c1ccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)cc1,SCN5A,heart,0,6.7,-0.5880196816516398
CHEMBL2012245,,Cc1nc(OC2CCN(Cc3cscn3)CC2)c2ccn(Cc3ccccc3)c2n1,SCN5A,heart,0,6.46,-0.6799719599047443
CHEMBL2012246,,FC(F)(F)c1nc(OC2CCN(Cc3cscn3)CC2)c2ccn(Cc3ccccc3)c2n1,SCN5A,heart,0,5.8,-0.3828703177955665
CHEMBL2012247,,c1ccc(Cn2ncc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)cc1,SCN5A,heart,0,6.03,-0.652478869083581
CHEMBL2012249,,CC1(C)CN(Cc2ccccc2)c2ncnc(OC3CCN(Cc4cscn4)CC3)c21,SCN5A,heart,0,6.6,-0.5882815296582864
CHEMBL2012250,,CC1(C)C(=O)N(Cc2ccccc2)c2ncnc(OC3CCN(Cc4cscn4)CC3)c21,SCN5A,heart,0,6.89,-0.7498145490143915
CHEMBL2012259,,Fc1ccccc1Cn1ccc2c(OC3CCN(Cc4cscn4)CC3)ncnc21,SCN5A,heart,0,7.7,-0.26594693853920887
CHEMBL2012262,,Clc1ccccc1Cn1ccc2c(OC3CCN(Cc4cscn4)CC3)ncnc21,SCN5A,heart,0,6.96,-0.26423117636551297
CHEMBL2012263,,Clc1cccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)c1,SCN5A,heart,0,6.52,-0.19851023401507278
CHEMBL2012265,,Cc1ccccc1Cn1ccc2c(OC3CCN(Cc4cscn4)CC3)ncnc21,SCN5A,heart,0,6.85,-0.5550873643443296
CHEMBL2012266,,Cc1cccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)c1,SCN5A,heart,0,7.22,-0.45792428128793655
CHEMBL2012267,,Cc1ccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)cc1,SCN5A,heart,0,5.66,-0.39849046002195615
CHEMBL2012268,,FC(F)(F)c1ccccc1Cn1ccc2c(OC3CCN(Cc4cscn4)CC3)ncnc21,SCN5A,heart,0,6.92,-0.2705842999067069
CHEMBL2012269,,FC(F)(F)c1cccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)c1,SCN5A,heart,0,6.72,-0.11108507819217844
CHEMBL2012271,,Fc1cccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)c1F,SCN5A,heart,0,7.16,-0.1773090699695304
CHEMBL2012272,,Fc1c(Cl)cccc1Cn1ccc2c(OC3CCN(Cc4cscn4)CC3)ncnc21,SCN5A,heart,0,7.3,0.032286859730496574
CHEMBL2012273,,Fc1c(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)cccc1C(F)(F)F,SCN5A,heart,0,7.4,-0.0959409265245945
CHEMBL2012274,,Fc1cccc(F)c1Cn1ccc2c(OC3CCN(Cc4cscn4)CC3)ncnc21,SCN5A,heart,0,7.4,-0.0928379790968665
CHEMBL2012277,,c1ccc(CN2CCC(Oc3ncnc4c3ccn4Cc3ccccc3)CC2)cc1,SCN5A,heart,0,6.13,-0.6868846627870653
CHEMBL2012280,,c1ccc(Cn2ccc3c(OC4CCN(Cc5c[nH]cn5)CC4)ncnc32)cc1,SCN5A,heart,0,5.57,-0.9388636907556834
CHEMBL2012281,,c1ccc(Cn2ccc3c(OC4CCN(Cc5ccn[nH]5)CC4)ncnc32)cc1,SCN5A,heart,0,6.24,-0.7778318648999145
CHEMBL2012283,,Cn1cc(CN2CCC(Oc3ncnc4c3ccn4Cc3ccccc3)CC2)cn1,SCN5A,heart,0,6.36,-0.7885526222969764
CHEMBL2012285,,Cc1nc(CN2CCC(Oc3ncnc4c3ccn4Cc3ccccc3)CC2)cs1,SCN5A,heart,0,7.1,-0.672511200337433
CHEMBL2012287,,c1ccc(Cn2ccc3c(OC4CCN(Cc5ccccn5)CC4)ncnc32)cc1,SCN5A,heart,0,6.8,-0.6724068957009401
CHEMBL2012290,,Cc1cccc(CN2CCC(Oc3ncnc4c3ccn4Cc3ccccc3)CC2)n1,SCN5A,heart,0,7.05,-0.8896461928669545
CHEMBL2012291,,Cc1ccc(CN2CCC(Oc3ncnc4c3ccn4Cc3ccccc3)CC2)nc1,SCN5A,heart,0,7.22,-0.8012541428230892
CHEMBL2012292,,Cc1ccnc(CN2CCC(Oc3ncnc4c3ccn4Cc3ccccc3)CC2)c1,SCN5A,heart,0,7.4,-0.6354334657545793
CHEMBL2012293,,Cc1cccnc1CN1CCC(Oc2ncnc3c2ccn3Cc2ccccc2)CC1,SCN5A,heart,0,6.82,-0.7149084889158464
CHEMBL2012294,,Fc1cccc(CN2CCC(Oc3ncnc4c3ccn4Cc3ccccc3)CC2)n1,SCN5A,heart,0,6.26,-0.6253486290319964
CHEMBL2012295,,Fc1ccc(CN2CCC(Oc3ncnc4c3ccn4Cc3ccccc3)CC2)nc1,SCN5A,heart,0,6.96,-0.5222719134263009
CHEMBL2012296,,Fc1cccnc1CN1CCC(Oc2ncnc3c2ccn3Cc2ccccc2)CC1,SCN5A,heart,0,7.05,-0.4878699183888294
CHEMBL2012298,,Fc1ccccc1Cn1ccc2c(OC3CCN(Cc4ccccn4)CC3)ncnc21,SCN5A,heart,0,7.52,-0.350334152588509
CHEMBL2012299,,Fc1cccc(Cn2ccc3c(OC4CCN(Cc5ccccn5)CC4)ncnc32)c1F,SCN5A,heart,0,7.7,-0.35362751063115777
CHEMBL2012300,,Fc1c(Cl)cccc1Cn1ccc2c(OC3CCN(Cc4ccccn4)CC3)ncnc21,SCN5A,heart,0,7.1,-0.14403158093113083
CHEMBL2012301,,Fc1c(Cn2ccc3c(OC4CCN(Cc5ccccn5)CC4)ncnc32)cccc1C(F)(F)F,SCN5A,heart,0,6.72,-0.2722593671862218
CHEMBL2069499,,CCCCC1(CCCC)N[C@@H](c2nc(-c3ccccc3)c[nH]2)Cc2c1[nH]c1ccccc21,CACNA1C,heart,0,6.89,-1.350611109134214
CHEMBL2069500,,c1ccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)C(C4CCCCC4)N3)n2)cc1,CACNA1C,heart,0,6.51,-1.059265337863652
CHEMBL2069501,,CCOCC1(COCC)N[C@@H](c2nc(-c3ccccc3)c[nH]2)Cc2c1[nH]c1ccccc21,CACNA1C,heart,0,5.82,-1.2760553848086116
CHEMBL2069502,,c1ccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)[C@@H](C4CCOCC4)N3)n2)cc1,CACNA1C,heart,0,5.72,-0.8701036192377936
CHEMBL2069400,,CN1CCN(c2cccc3c2C[C@H](NC(=O)c2ccc(OC(F)(F)F)cc2)CO3)CC1,SCN5A,heart,0,5.7,-0.19859863851753773
CHEMBL2069401,,CN1CCN(c2cccc3c2C[C@H](NC(=O)c2ccc(OCC(F)(F)F)nc2)CO3)CC1,SCN5A,heart,0,5.3,-0.0769884426702306
CHEMBL2069402,,CN1CCN(c2cccc3c2C[C@H](NC(=O)c2ccc(OCCC(F)(F)F)nc2)CO3)CC1,SCN5A,heart,0,5.3,-0.13475452185520054
CHEMBL2069403,,Cc1nn(-c2ccccc2)nc1C(=O)N[C@@H]1COc2cccc(N3CCN(C)CC3)c2C1,SCN5A,heart,0,5.3,-0.517624421469455
CHEMBL2069404,,Cc1ccc(-n2nc(C)c(C(=O)N[C@@H]3COc4cccc(N5CCN(C)CC5)c4C3)n2)c(C)c1,SCN5A,heart,0,5.6,-0.18100913707993707
CHEMBL2069406,,O=C(N[C@@H]1COc2cccc(-c3cccnc3)c2C1)c1ccc(OC(F)(F)F)cc1,SCN5A,heart,0,5.5,-0.20990519537198202
CHEMBL2069407,,O=C(N[C@@H]1COc2cccc(-c3ccncc3)c2C1)c1ccc(OC(F)(F)F)cc1,SCN5A,heart,0,5.4,-0.16239823039574652
CHEMBL2069408,,O=C(N[C@@H]1COc2cccc(-c3cccnc3)c2C1)c1ccc(OCC(F)(F)F)nc1,SCN5A,heart,0,5.5,-0.11566355867243296
CHEMBL2069409,,O=C(N[C@@H]1COc2cccc(-c3ccncc3)c2C1)c1ccc(OCC(F)(F)F)nc1,SCN5A,heart,0,5.5,-0.10076632027917433
CHEMBL2069410,,COc1ncc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCC(F)(F)F)nc2)CO3)cc1F,SCN5A,heart,0,5.4,0.01692203313390724
CHEMBL2069411,,O=C(N[C@@H]1COc2cccc(-c3ccc(CO)nc3)c2C1)c1ccc(OCC(F)(F)F)nc1,SCN5A,heart,0,5.2,-0.1609698147943818
CHEMBL2069412,,O=C(N[C@@H]1COc2cccc(-c3ccnc(CO)c3)c2C1)c1ccc(OCC(F)(F)F)nc1,SCN5A,heart,0,5.2,-0.02296369078912289
CHEMBL2069413,,O=C(N[C@@H]1COc2cccc(-c3ccc(CO)nc3)c2C1)c1ccc(OCCOCC(F)(F)F)nc1,SCN5A,heart,0,5.1,-0.18275350013080943
CHEMBL2069414,,CC(O)c1ccc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCCOCC(F)(F)F)nc2)CO3)cn1,SCN5A,heart,0,5.0,-0.29794768424958973
CHEMBL2069415,,Cc1cc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCCOCC(F)(F)F)nc2)CO3)cnc1CO,SCN5A,heart,0,5.3,-0.2883987701913008
CHEMBL2069420,,O=C(N[C@@H]1COc2cccc(-c3cncnc3)c2C1)c1ccc(OCCC(F)(F)F)nc1,SCN5A,heart,0,5.4,-0.14910507691834482
CHEMBL2069421,,COc1ncc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCC(F)(F)F)nc2)CO3)cn1,SCN5A,heart,0,5.2,-0.13087318021957514
CHEMBL2069422,,COc1ncc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCCC(F)(F)F)nc2)CO3)cn1,SCN5A,heart,0,5.4,-0.188639259404545
CHEMBL2069423,,COc1ncc(-c2cccc3c2C[C@H](NC(=O)c2ccc(COCC(F)(F)F)nc2)CO3)cn1,SCN5A,heart,0,5.0,-0.17807022275822101
CHEMBL2069424,,Cc1ncc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCC(F)(F)F)nc2)CO3)cn1,SCN5A,heart,0,5.3,-0.13670294905980304
CHEMBL2147211,,COc1cnc(-c2ccccc2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,SCN5A,heart,0,5.2,-0.5451779257627998
CHEMBL2147212,,O=C(NCCc1ccccc1-c1cnc(OC(F)F)cn1)c1ccc(OCCC(F)(F)F)nc1,SCN5A,heart,0,5.2,-0.5605630228367124
CHEMBL2147213,,O=C(NCCc1ccccc1-c1cccnc1)c1ccc(OCCC(F)(F)F)nc1,SCN5A,heart,0,5.2,-0.49346669977531676
CHEMBL2147214,,Cc1ncc(-c2ccccc2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,SCN5A,heart,0,5.3,-0.5145060901626867
CHEMBL2147219,,Cc1ncc(-c2ccccc2CCNC(=O)c2ccc(C(=O)NCCCC(F)(F)F)nc2)cn1,SCN5A,heart,0,5.2,-0.5901910311908933
CHEMBL2147221,,COc1ncc(-c2cccc(C)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,SCN5A,heart,0,5.2,-0.30772136995946087
CHEMBL2147222,,COc1ncc(-c2cccc(F)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,SCN5A,heart,0,5.5,-0.1704421367643402
CHEMBL2147223,,COc1ncc(-c2cccc(Cl)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,SCN5A,heart,0,5.3,-0.06009711678537057
CHEMBL2147224,,COc1ncc(-c2cccc(OC)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,SCN5A,heart,0,5.2,-0.28057533804918494
CHEMBL2147304,,COc1ncc(-c2cccc(OC(F)F)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,SCN5A,heart,0,5.1,-0.3691109954206143
CHEMBL2147305,,COc1ncc(-c2c(C)ccc(F)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,SCN5A,heart,0,6.1,-0.1759070344905421
CHEMBL2147306,,COc1ncc(-c2c(C)ccc(F)c2CCNC(=O)c2ccc(OCC(F)(F)F)nc2)cn1,SCN5A,heart,0,5.6,-0.11814095530557213
CHEMBL2147307,,COc1cnc(-c2c(C)ccc(F)c2CCNC(=O)c2ccc(COCC(F)(F)F)nc2)cn1,SCN5A,heart,0,6.0,-0.19749103222270295
CHEMBL2147308,,COc1cnc(-c2c(F)ccc(F)c2CCNC(=O)c2ccc(COCC(F)(F)F)nc2)cn1,SCN5A,heart,0,5.8,-0.11680672030698758
CHEMBL2147309,,Cc1cnc(-c2c(F)ccc(F)c2CCNC(=O)c2ccc(COCC(F)(F)F)nc2)cn1,SCN5A,heart,0,5.8,-0.12207384891735092
CHEMBL2147317,,COc1cnc(-c2cccc(F)c2C(F)(F)CNC(=O)c2ccc(COCC(F)(F)F)nc2)cn1,SCN5A,heart,0,5.0,-0.08292870044822302
CHEMBL698,TETRACAINE,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,SCN5A,heart,1,6.28,-0.4817751192822611
CHEMBL629,AMITRIPTYLINE,CN(C)CCC=C1c2ccccc2CCc2ccccc21,SCN5A,heart,1,5.8,-0.31422887058617677
CHEMBL2164041,,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2cccc(O)c2C(=O)N1CCc1ccccn1,SCN5A,heart,0,6.03,-0.699606112670684
CHEMBL2164040,,COc1cccc2c1C(=O)N(CCc1ccccn1)C2C(=O)NCc1ccc(OC(F)(F)F)cc1,SCN5A,heart,0,5.07,-0.7051575990003466
CHEMBL2164369,,Cc1cccc2c1C(C(=O)NCc1ccc(OC(F)(F)F)cc1)N(CCc1ccccn1)C2=O,SCN5A,heart,0,5.33,-0.6724527276507739
CHEMBL2164368,,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2c(F)cccc2C(=O)N1CCc1ccccn1,SCN5A,heart,0,6.09,-0.4898627939274383
CHEMBL2164363,,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CC(F)(F)c1ccccn1,SCN5A,heart,0,5.72,-0.5343096161197214
CHEMBL2164360,,CC(Cc1ccccn1)N1C(=O)c2ccccc2C1C(=O)NCc1ccc(OC(F)(F)F)cc1,SCN5A,heart,0,5.4,-0.804466590691277
CHEMBL2164359,,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1Cc1ccc(C(F)(F)F)cn1,SCN5A,heart,0,5.37,-0.5536407754331893
CHEMBL2164358,,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCOc1ccccn1,SCN5A,heart,0,5.01,-0.6053531003678481
CHEMBL2164357,,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCCc1ccccn1,SCN5A,heart,0,5.1,-0.706169885433579
CHEMBL2164356,,Cc1cccc(CCN2C(=O)c3ccccc3C2C(=O)NCc2ccc(OC(F)(F)F)cc2)n1,SCN5A,heart,0,5.72,-0.930735725696647
CHEMBL2164047,,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCc1ccc(F)cn1,SCN5A,heart,0,5.92,-0.5880301058793096
CHEMBL2164046,,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCc1ccncc1,SCN5A,heart,0,5.21,-0.769431266602765
CHEMBL2164382,,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCc1cccnc1,SCN5A,heart,0,5.58,-0.8566558853385836
CHEMBL2164375,,CC(C)(C)OC(=O)N1CC(N2C(=O)c3ccccc3C2C(=O)NCc2ccc(OC(F)(F)F)cc2)C1,SCN5A,heart,0,5.36,-0.9619005306133418
CHEMBL2164374,,CC(C)(C)OC(=O)N1CCC(N2C(=O)c3ccccc3C2C(=O)NCc2ccc(OC(F)(F)F)cc2)CC1,SCN5A,heart,0,5.35,-0.8898189839617854
CHEMBL2163357,,N#C[C@H]1CC[C@H](N2C(=O)c3ccccc3C2C(=O)NCc2ccc(OC(F)(F)F)cc2)CC1,SCN5A,heart,0,5.21,-0.7733425575172617
CHEMBL2164370,,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCN1CCOCC1,SCN5A,heart,0,5.54,-0.8358755857598104
CHEMBL2164393,,CC(NC(=O)C1c2ccccc2C(=O)N1CCc1ccccn1)c1ccc(OCC(F)(F)F)cc1,SCN5A,heart,0,5.43,-0.39138797296849903
CHEMBL2164392,,O=C(NCc1ccc(OCC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCc1ccccn1,SCN5A,heart,0,5.05,-0.5844197360096552
CHEMBL2164391,,O=C(NCc1ccc(CC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCc1ccccn1,SCN5A,heart,0,5.36,-0.5119789627899228
CHEMBL2164390,,O=C(NCc1cccc(OC(F)(F)F)c1)C1c2ccccc2C(=O)N1CCc1ccccn1,SCN5A,heart,0,5.55,-0.5628335523012375
CHEMBL2164389,,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCc1ccccn1,SCN5A,heart,0,6.14,-0.6272035815637308
CHEMBL2164387,,O=C(NCc1ccc(C(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCc1ccccn1,SCN5A,heart,0,5.8,-0.4556909075014248
CHEMBL2164384,,O=C(NCc1ccc(Br)cc1)C1c2ccccc2C(=O)N1CCc1ccccn1,SCN5A,heart,0,5.06,-0.7777317218693226
CHEMBL2164383,,Cc1ccc(NC(=O)C2c3ccccc3C(=O)N2CCc2ccccn2)cc1C,SCN5A,heart,0,5.92,-0.4764536747663163
CHEMBL2180891,,CCCN(C1CCN(Cc2c(OC)cccc2OC)CC1)S(=O)(=O)c1cccc(C(F)(F)F)c1,CACNA1C,heart,0,5.5,0.21135192631567618
CHEMBL2331983,,CC1=C(c2ncnn2C2CCC(C(F)(F)F)CC2)[C@@H](c2ccc(Cl)c(Cl)c2)n2nc(C(F)(F)F)cc2N1,CACNA1C,heart,0,5.28,0.3997098091370998
CHEMBL51149,GALLOPAMIL,COc1ccc(CCN(C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,CACNA1C,heart,1,8.27,-0.6058073554898875
CHEMBL481008,,CCOc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1N1CCN(C)CC1,SCN5A,heart,0,5.05,-0.1888979779088623
CHEMBL2409409,,COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1C1CCN(C(C)C)CC1,SCN5A,heart,0,5.16,-0.4162398568868322
CHEMBL1683036,,COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCN(C)CC1,SCN5A,heart,0,5.22,-0.0627725889809192
CHEMBL2409397,,COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCN(C(C)C)CC1,SCN5A,heart,0,5.4,-0.2579393193488314
CHEMBL2418811,,Cc1sc(Nc2ccc(Cl)cc2F)nc1C(=O)N1CCC[C@H](C)[C@@H]1C,SCN5A,heart,0,5.48,0.35897238090283196
CHEMBL2418811,,Cc1sc(Nc2ccc(Cl)cc2F)nc1C(=O)N1CCC[C@H](C)[C@@H]1C,CACNA1C,heart,0,5.0,0.35897238090283196
CHEMBL2418806,,Cc1ccc(Nc2nc(C(=O)N3CCCC(C)C3C)cs2)cc1,CACNA1C,heart,0,5.0,-0.38106025204892424
CHEMBL2443262,OLICERIDINE,COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1,SCN5A,heart,1,5.33,0.23386539315121813
CHEMBL2443278,,c1ccc([C@]2(CCNCc3cccs3)CCOC3(CCCC3)C2)nc1,SCN5A,heart,0,5.05,0.18616200623270673
CHEMBL3115195,,COC(=O)C(CCC(=O)N1CCN(c2ccccc2OC)CC1)(c1ccc(Br)cc1)C(C)C,CACNA1C,heart,0,5.23,-0.7368434195389849
CHEMBL3115194,,COC(=O)C(CCC(=O)N(C)CCCc1nc2ccccc2[nH]1)(c1ccc(Br)cc1)C(C)C,CACNA1C,heart,0,5.27,-1.2004847672504724
CHEMBL3128194,,Nc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1,SCN5A,heart,0,5.25,-0.9872958965327174
CHEMBL1684585,,Nc1nc(CC(=O)Nc2ccc(C[C@@H]3CC[C@H]([C@H](O)c4ccccc4)N3)cc2)cs1,CACNA1C,heart,0,5.09,-0.8357430637922121
CHEMBL3236329,,O=C(NCc1noc(-c2c3ccccc3nn2CCn2ccnc2)n1)c1cccc(OC(F)(F)F)c1,SCN5A,heart,0,6.04,-0.43493081359485625
CHEMBL3325526,,O=S(=O)(Nc1ncns1)c1cc(F)c(OC[C@H]2CNCC[C@@H]2c2ccc(Cl)cc2)cc1F,SCN5A,heart,0,5.28,1.6422074602598333
CHEMBL3325532,,O=S(=O)(Nc1ncns1)c1cc(F)c(OC[C@@H]2CCNC[C@H]2c2ccc(F)cc2)cc1F,SCN5A,heart,0,5.23,1.4462612779556066
CHEMBL3325540,,O=S(=O)(Nc1ncns1)c1cc(F)c(OC[C@@H]2CN(CC(F)(F)F)CC[C@H]2c2ccc(Cl)cc2)cc1F,SCN5A,heart,0,5.58,1.6802458443354917
CHEMBL3322777,,COc1ccc2c(c1)NC1(CCN(C(=O)c3ccc(OC)c(N(C)C)c3)CC1)c1cccn1-2,SCN5A,heart,0,6.24,-0.788470166365744
CHEMBL3337583,,COc1ccc(C(=O)N2CCC3(CC2)Nc2cc(OC(F)(F)F)ccc2-n2cccc23)cc1N(C)C,SCN5A,heart,0,6.74,-0.6502741484616306
CHEMBL3337584,,COc1ccc(C(=O)N2CCC3(CC2)Nc2cc(OC(F)F)ccc2-n2cccc23)cc1N(C)C,SCN5A,heart,0,6.47,-0.7559036715456454
CHEMBL3337585,,COc1ccc(C(=O)N2CCC3(CC2)Nc2cc(C(F)(F)F)ccc2-n2cccc23)cc1N(C)C,SCN5A,heart,0,6.66,-0.4135127259233413
CHEMBL3337586,,COCCOc1ccc2c(c1)NC1(CCN(C(=O)c3ccc(OC)c(N(C)C)c3)CC1)c1cccn1-2,SCN5A,heart,0,5.65,-0.8154878625339244
CHEMBL3337587,,COc1cc2c(cc1F)-n1cccc1C1(CCN(C(=O)c3ccc(OC)c(N(C)C)c3)CC1)N2,SCN5A,heart,0,6.45,-0.5569374576150633
CHEMBL3337589,,COc1ccc2c(c1)N[C@@]1(CCN(C(=O)c3ccc(OC)c(N(C)C)c3)C[C@@H]1C)c1cccn1-2,SCN5A,heart,0,6.29,-0.9756412763525368
CHEMBL3337591,,COc1ccc2c(c1)NC1(CCCN(C(=O)c3ccc(OC)c(N(C)C)c3)CC1)c1cccn1-2,SCN5A,heart,0,5.51,-0.8141491872959047
CHEMBL3337592,,COc1ccc2c(c1)NC1(CC3CN(C(=O)c4ccc(OC)c(N(C)C)c4)CC3C1)c1cccn1-2,SCN5A,heart,0,5.61,-0.827986787252015
CHEMBL3337588,,COc1ccc2c(c1)N[C@]1(CCN(C(=O)c3ccc(OC)c(N(C)C)c3)[C@H](C)C1)c1cccn1-2,SCN5A,heart,0,5.49,-0.8956043867341473
CHEMBL3337595,,COc1ccc2c(c1)NC1(CCN(C(=O)c3ccc(OC)c(N4CCCC4)c3)CC1)c1cccn1-2,SCN5A,heart,0,6.93,-0.7347142660309227
