compound_chembl_id,compound_name,canonical_smiles,gene_symbol,tissue,is_approved_drug,pchembl_value
CHEMBL117537,,O=C(CCCc1ccccc1)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,CACNA1C,heart,0,5.63
CHEMBL420499,,COc1ccc(CN2CCN(C(=O)CCn3cc(C)c4ccccc43)CC2)cc1OCc1ccccc1,CACNA1C,heart,0,5.32
CHEMBL325516,,O=C(OCCc1ccc(F)cc1)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,CACNA1C,heart,0,5.56
CHEMBL115652,,O=C1NCN(c2ccccc2)C12CCN(Cc1cc3c(cc1Cl)OCO3)CC2,CACNA1C,heart,0,5.96
CHEMBL16192,CP-96345,COc1ccccc1CN[C@H]1C2CCN(CC2)[C@H]1C(c1ccccc1)c1ccccc1,CACNA1C,heart,0,6.62
CHEMBL56427,,Cc1cc(C)cc(COC[C@H](C(c2ccccc2)c2ccccc2)N(C)C)c1,CACNA1C,heart,0,6.01
CHEMBL53901,,Cc1cc(C)cc(COCC(NCC(N)=O)C(c2ccccc2)c2ccccc2)c1,CACNA1C,heart,0,5.26
CHEMBL56038,,NC(=O)CN[C@H](COCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(c1ccccc1)c1ccccc1,CACNA1C,heart,0,5.78
CHEMBL420863,,Cc1ccc2nc(O)n(C3CCN(Cc4cc5c(cc4Cl)OCO5)CC3)c2c1,CACNA1C,heart,0,5.77
CHEMBL114484,,Cc1ccc(CN2CCC(n3c(O)nc4ccccc43)CC2)c(Cl)c1,CACNA1C,heart,0,5.87
CHEMBL92818,,N[C@H](COCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccccc1,CACNA1C,heart,0,6.24
CHEMBL329105,,NC(=O)CN[C@H](COCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccccc1,CACNA1C,heart,0,5.64
CHEMBL329897,,CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc(Cl)c1Cl,CACNA1C,heart,0,8.82
CHEMBL330707,,CCO/C(O)=C1\C(C)=NC(=S)N(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,CACNA1C,heart,0,7.85
CHEMBL315125,,CCO/C(O)=C1\C(C)=NC(=S)N(C(=O)c2ccc(OC)cc2)C1c1cccc([N+](=O)[O-])c1,CACNA1C,heart,0,7.96
CHEMBL89049,,CCOC(=O)N1C(=O)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,CACNA1C,heart,0,8.59
CHEMBL1907867,,CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OC(C)C)[C@@H]1c1cccc([N+](=O)[O-])c1,CACNA1C,heart,0,5.82
CHEMBL86415,,CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1ccccc1[N+](=O)[O-],CACNA1C,heart,0,8.51
CHEMBL89174,,CCOC(=O)C1=C(C)NC(=O)N(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1,CACNA1C,heart,0,6.85
CHEMBL89175,,CCOC(=O)C1=C(C)N=C(S)N(S(=O)(=O)c2ccccc2)C1c1cccc([N+](=O)[O-])c1,CACNA1C,heart,0,8.28
CHEMBL89256,,CCOC(=O)C1=C(C)N=C(N)N(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1,CACNA1C,heart,0,6.8
CHEMBL84906,,CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc([N+](=O)[O-])c1Cl,CACNA1C,heart,0,8.57
CHEMBL315839,,CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc(C(F)(F)F)c1,CACNA1C,heart,0,6.55
CHEMBL88191,,CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OC)C1c1cccc([N+](=O)[O-])c1,CACNA1C,heart,0,7.0
CHEMBL89260,,CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,CACNA1C,heart,0,8.77
CHEMBL315298,,CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1ccccc1Cl,CACNA1C,heart,0,7.77
CHEMBL89904,,CCO/C(O)=C1\C(C)=NC(=S)N(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,CACNA1C,heart,0,8.44
CHEMBL313446,,CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc(Cl)c1,CACNA1C,heart,0,7.06
CHEMBL427215,,COc1ccc([C@H](CN(C)C)[Si]2(O)CCCCC2)cc1,CACNA1C,heart,0,5.07
CHEMBL210514,,COc1nc(NCCCN2CCOCC2)nc(OC)c1NC(=O)c1ccc(Oc2cc3c(cc2C)CCC3(C)C)o1,CACNA1C,heart,0,6.84
CHEMBL534723,,CCOc1ccccc1C[C@H](c1ccccc1)N1CCNCC1.Cl,CACNA1C,heart,0,6.14
CHEMBL387671,,c1ccc2c(CCO[C@@H]3CCCC[C@H]3N3CCOCC3)cccc2c1,SCN5A,heart,0,5.4
CHEMBL652,FLECAINIDE,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,SCN5A,heart,1,5.19
CHEMBL1294,QUINIDINE,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,SCN5A,heart,1,5.16
CHEMBL247828,,CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2ccccc2OC(F)(F)F)NC(=O)OC(C)(C)C)CCc2ccccc21,CACNA1C,heart,0,5.46
CHEMBL247829,,CC(C)N1C(=O)[C@@H](NC(=O)[C@@H](Cc2ccccc2OC(F)(F)F)NC(=O)OC(C)(C)C)CCc2ccccc21,CACNA1C,heart,0,5.76
CHEMBL250699,,COc1cc(NC(=O)c2ccc(-c3ccc(Cl)cc3)o2)cc(OC)c1,SCN5A,heart,0,5.13
CHEMBL495601,,O=C1CC2(CCN(C(=O)NC3CCc4ccccc4C3)CC2)Oc2ccccc21,SCN5A,heart,0,6.0
CHEMBL521211,,O=C(c1ccc(-c2ccc(Cl)cc2)o1)N1CCNCC1,SCN5A,heart,0,5.34
CHEMBL486495,,CC(C)(C)c1ccc(-c2ccc(C(=O)N3CCN(C4CCCCC4)CC3)o2)cc1,SCN5A,heart,0,7.0
CHEMBL482676,,O=C(c1ccc(-c2ccc(Cl)cc2)o1)N1CCN(C2CCCCC2)CC1,SCN5A,heart,0,5.64
CHEMBL511058,,COc1ccccc1SC[C@@H](C)CN[C@@H]1COc2ccccc2SC1,SCN5A,heart,0,5.59
CHEMBL561788,,O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3ccccc3C(F)(F)F)no2)CC1,CACNA1C,heart,0,5.7
CHEMBL552061,,O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3nccc4ccccc34)no2)CC1,CACNA1C,heart,0,5.52
CHEMBL551921,,O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3ccc4ccccc4n3)no2)CC1,CACNA1C,heart,0,5.17
CHEMBL552402,,O=C(NC1CC1c1ccccc1)N1CCC(c2nc3ccccc3o2)CC1,SCN5A,heart,0,5.0
CHEMBL596942,,O=C(NC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccc(Cl)cc2Cl)CC1,CACNA1C,heart,0,5.99
CHEMBL603465,,O=C(NC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2Cl)CC1,CACNA1C,heart,0,6.21
CHEMBL599217,,O=C(NC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,CACNA1C,heart,0,5.74
CHEMBL599404,,O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2cccc(Cl)c2)CC1,CACNA1C,heart,0,5.07
CHEMBL599402,,O=C(CC(c1ccccc1)c1ccccc1)N1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,CACNA1C,heart,0,5.37
CHEMBL597788,,O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2cccc(C(F)(F)F)c2)CC1,CACNA1C,heart,0,5.18
CHEMBL597782,,CN1CCC(C(c2ccc(Cl)cc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)CC1,CACNA1C,heart,0,5.51
CHEMBL605769,,CN1CCCC(C(c2ccccc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)C1,CACNA1C,heart,0,5.03
CHEMBL599625,,Cc1ccc(C(c2ccccc2)N2CCN(CC(=O)N(c3ccccc3)c3ccccc3)CC2)c(C)c1,CACNA1C,heart,0,5.42
CHEMBL597775,,O=C(CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2Cl)CC1)N(c1ccccc1)c1ccccc1,CACNA1C,heart,0,5.07
CHEMBL597572,,O=C(CN1CCN(C(c2ccccc2)c2cccc(Cl)c2Cl)CC1)N(c1ccccc1)c1ccccc1,CACNA1C,heart,0,5.1
CHEMBL598598,,O=C(CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1)N(c1ccccc1)c1ccccc1,CACNA1C,heart,0,5.54
CHEMBL598392,,O=C(CN1CCN(C(c2ccccc2)c2cccc(Cl)c2)CC1)N(c1ccccc1)c1ccccc1,CACNA1C,heart,0,5.85
CHEMBL605965,,O=C(CN1CCN(C(c2ccccc2)c2ccccc2Cl)CC1)N(c1ccccc1)c1ccccc1,CACNA1C,heart,0,5.96
CHEMBL599408,,O=C(CN1CCN(C(c2ccccc2)c2ccccc2)CC1)N(c1ccccc1)c1ccccc1,CACNA1C,heart,0,5.8
CHEMBL599015,,Cc1ccc(C(c2ccccc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)c(C)c1,CACNA1C,heart,0,5.02
CHEMBL589285,,COc1cc(C(c2ccccc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)cc(OC)c1OC,CACNA1C,heart,0,5.85
CHEMBL598603,,COc1ccc(C(c2ccc(OC)cc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)cc1,CACNA1C,heart,0,5.54
CHEMBL606175,,COc1ccc(C(c2ccccc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)cc1,CACNA1C,heart,0,5.8
CHEMBL597970,,Cc1ccc(C(c2ccccc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)cc1,CACNA1C,heart,0,5.6
CHEMBL597969,,O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccc(F)cc2)CC1,CACNA1C,heart,0,5.96
CHEMBL599403,,O=C(CC(c1ccccc1)c1ccccc1)N1CCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1,CACNA1C,heart,0,5.17
CHEMBL596946,,O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,CACNA1C,heart,0,5.13
CHEMBL598990,,O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2C(F)(F)F)CC1,CACNA1C,heart,0,5.0
CHEMBL597585,,O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccc(C(F)(F)F)cc2)CC1,CACNA1C,heart,0,5.21
CHEMBL1080975,,CC1(c2ccccc2)CCCN(C(=O)NCc2ccc(-c3cccc(Cl)c3)cc2)C1,SCN5A,heart,0,5.0
CHEMBL1270208,,O=C(NCc1cccnc1OCC(F)(F)F)c1cncc(-c2ccc(Cl)cc2)c1,SCN5A,heart,0,5.33
CHEMBL1631095,,NC(=O)c1cc(C(N)=O)n(-c2cccc(-c3cc(C(F)(F)F)ccc3C(F)(F)F)c2)n1,SCN5A,heart,0,5.88
CHEMBL1596655,,CC1(C)CCN2CCC(C)(C)c3c(O)ccc1c32.CS(=O)(=O)O,TNNI3,heart,0,5.48
CHEMBL1596655,,CC1(C)CCN2CCC(C)(C)c3c(O)ccc1c32.CS(=O)(=O)O,TNNT2,heart,0,5.48
CHEMBL1346165,,CCN1C(=O)/C(=C/N2CCc3ccccc32)SC1=S,TNNI3,heart,0,5.27
CHEMBL1346165,,CCN1C(=O)/C(=C/N2CCc3ccccc32)SC1=S,TNNT2,heart,0,5.27
CHEMBL1398812,,O=[N+]([O-])c1ccc(N2CCCCCC2)c2nonc12,TNNI3,heart,0,6.38
CHEMBL1398812,,O=[N+]([O-])c1ccc(N2CCCCCC2)c2nonc12,TNNT2,heart,0,6.38
CHEMBL1302799,,N#C/C(=C\c1ccc(N2CCOCC2)o1)C(=O)NC1CCCCC1,TNNI3,heart,0,5.16
CHEMBL1302799,,N#C/C(=C\c1ccc(N2CCOCC2)o1)C(=O)NC1CCCCC1,TNNT2,heart,0,5.16
CHEMBL1429070,,Nc1ccc2nc3c(O)nc(S)nc3nc2c1,TNNI3,heart,0,5.94
CHEMBL1429070,,Nc1ccc2nc3c(O)nc(S)nc3nc2c1,TNNT2,heart,0,5.94
CHEMBL1359099,,Cc1ccc(N2C(=O)NC(=O)/C(=C/C=C/Nc3ccccc3)C2=O)cc1,TNNI3,heart,0,5.26
CHEMBL1359099,,Cc1ccc(N2C(=O)NC(=O)/C(=C/C=C/Nc3ccccc3)C2=O)cc1,TNNT2,heart,0,5.26
CHEMBL1379673,,Cc1cccn2c(=O)c(/C=C3\SC(=S)N(CC(C)C)C3=O)c(NCCCOC(C)C)nc12,TNNI3,heart,0,6.54
CHEMBL1379673,,Cc1cccn2c(=O)c(/C=C3\SC(=S)N(CC(C)C)C3=O)c(NCCCOC(C)C)nc12,TNNT2,heart,0,6.54
CHEMBL1468444,,CSc1ccc(C2C(C(=O)c3ccco3)=C(O)C(=O)N2c2nnc(SC)s2)cc1,TNNI3,heart,0,6.55
CHEMBL1468444,,CSc1ccc(C2C(C(=O)c3ccco3)=C(O)C(=O)N2c2nnc(SC)s2)cc1,TNNT2,heart,0,6.55
CHEMBL1604510,,COc1ccc(/C=C2/SC(c3ccc(C)cc3)=NC2=O)cc1OC,TNNI3,heart,0,6.13
CHEMBL1604510,,COc1ccc(/C=C2/SC(c3ccc(C)cc3)=NC2=O)cc1OC,TNNT2,heart,0,6.13
CHEMBL1970784,,COc1ccc(N/C=C2\C(=O)CCc3c2oc2cc(Cl)c(O)c(Cl)c32)cc1,TNNI3,heart,0,5.41
CHEMBL1970784,,COc1ccc(N/C=C2\C(=O)CCc3c2oc2cc(Cl)c(O)c(Cl)c32)cc1,TNNT2,heart,0,5.41
CHEMBL1971695,,C=CCn1c(=O)[nH]c2nc3cc(/N=C/N(C)C)c(C)cc3nc2c1=O,TNNI3,heart,0,5.73
CHEMBL1971695,,C=CCn1c(=O)[nH]c2nc3cc(/N=C/N(C)C)c(C)cc3nc2c1=O,TNNT2,heart,0,5.73
CHEMBL1369691,,N#C/C(=C\c1ccc(N2CCOCC2)o1)c1nc2ccccc2[nH]1,TNNI3,heart,0,6.3
CHEMBL1369691,,N#C/C(=C\c1ccc(N2CCOCC2)o1)c1nc2ccccc2[nH]1,TNNT2,heart,0,6.3
CHEMBL3195851,,CCN(CC)c1ccc(/C=c2\sc3nnc(-c4ccccc4Cl)n3c2=O)cc1,TNNI3,heart,0,6.72
CHEMBL3195851,,CCN(CC)c1ccc(/C=c2\sc3nnc(-c4ccccc4Cl)n3c2=O)cc1,TNNT2,heart,0,6.72
CHEMBL1455256,,CCO.CN1CC=C2C(C#N)=C(N)C(C#N)(C#N)[C@H](c3ccoc3)[C@H]2C1,TNNI3,heart,0,5.08
CHEMBL1455256,,CCO.CN1CC=C2C(C#N)=C(N)C(C#N)(C#N)[C@H](c3ccoc3)[C@H]2C1,TNNT2,heart,0,5.08
CHEMBL1310204,,COc1cc(N2CCCC2)c(OC)cc1/C=C1/NC(=S)NC1=O,TNNI3,heart,0,5.94
CHEMBL1310204,,COc1cc(N2CCCC2)c(OC)cc1/C=C1/NC(=S)NC1=O,TNNT2,heart,0,5.94
CHEMBL1501273,,COc1ccccc1/C=C/C=C1\Oc2c(ccc(O)c2CN2CCN(CCO)CC2)C1=O,TNNI3,heart,0,5.86
CHEMBL1501273,,COc1ccccc1/C=C/C=C1\Oc2c(ccc(O)c2CN2CCN(CCO)CC2)C1=O,TNNT2,heart,0,5.86
CHEMBL1975147,,CC/N=C1\S/C(=C\c2cc(OC)c(N3CCCC3)cc2OC)C(=O)N1CC,TNNI3,heart,0,5.96
CHEMBL1975147,,CC/N=C1\S/C(=C\c2cc(OC)c(N3CCCC3)cc2OC)C(=O)N1CC,TNNT2,heart,0,5.96
CHEMBL1586067,,O=C1c2cccc3c(N4CCCCC4)ccc(c23)C(=O)N1c1cccc(O)c1,TNNI3,heart,0,5.74
CHEMBL1586067,,O=C1c2cccc3c(N4CCCCC4)ccc(c23)C(=O)N1c1cccc(O)c1,TNNT2,heart,0,5.74
CHEMBL1419680,,CN(N=Nc1ccc([N+](=O)[O-])cc1)c1ccccc1,TNNI3,heart,0,5.25
CHEMBL1419680,,CN(N=Nc1ccc([N+](=O)[O-])cc1)c1ccccc1,TNNT2,heart,0,5.25
CHEMBL1504676,,COc1cc(/C=C(\C#N)c2nc3ccccc3[nH]2)cc(OC)c1O,TNNI3,heart,0,5.31
CHEMBL1504676,,COc1cc(/C=C(\C#N)c2nc3ccccc3[nH]2)cc(OC)c1O,TNNT2,heart,0,5.31
CHEMBL1977499,,CN(/N=C/c1ccc(-c2ccc([N+](=O)[O-])cc2)o1)c1ccccc1,TNNI3,heart,0,5.84
CHEMBL1977499,,CN(/N=C/c1ccc(-c2ccc([N+](=O)[O-])cc2)o1)c1ccccc1,TNNT2,heart,0,5.84
CHEMBL1462008,,CN1C(=O)/C(=C/c2ccc(N3CCCCCC3)o2)C(=O)NC1=S,TNNI3,heart,0,5.65
CHEMBL1462008,,CN1C(=O)/C(=C/c2ccc(N3CCCCCC3)o2)C(=O)NC1=S,TNNT2,heart,0,5.65
CHEMBL1367178,,CCCN1C=CC(=CC=C(C#N)C#N)C=C1,TNNI3,heart,0,5.12
CHEMBL1367178,,CCCN1C=CC(=CC=C(C#N)C#N)C=C1,TNNT2,heart,0,5.12
CHEMBL1547468,,Cc1c(O)c2c3c(cccc3c1O)C(=O)N(c1ccccc1)C2=O,TNNI3,heart,0,5.54
CHEMBL1547468,,Cc1c(O)c2c3c(cccc3c1O)C(=O)N(c1ccccc1)C2=O,TNNT2,heart,0,5.54
CHEMBL1540557,,CCC1(C)OC(c2ccccc2)=C/C(=C/C=C2C(=O)NC(=O)NC2=O)O1,TNNI3,heart,0,5.62
CHEMBL1540557,,CCC1(C)OC(c2ccccc2)=C/C(=C/C=C2C(=O)NC(=O)NC2=O)O1,TNNT2,heart,0,5.62
CHEMBL1594911,,CCCN1CCc2c(sc(NC(=S)NC(=O)c3ccccc3)c2C#N)C1,TNNI3,heart,0,5.43
CHEMBL1594911,,CCCN1CCc2c(sc(NC(=S)NC(=O)c3ccccc3)c2C#N)C1,TNNT2,heart,0,5.43
CHEMBL1477915,,O=[N+]([O-])c1ccc(/C=C/C2=NN(c3ccccc3)C(c3ccco3)C2)cc1,TNNI3,heart,0,6.4
CHEMBL1477915,,O=[N+]([O-])c1ccc(/C=C/C2=NN(c3ccccc3)C(c3ccco3)C2)cc1,TNNT2,heart,0,6.4
CHEMBL1380339,,CCOc1cc(/C=C2\N=C(SC(C)C(N)=O)N(c3ccc(OC(F)F)cc3)C2=O)ccc1O,TNNI3,heart,0,5.08
CHEMBL1380339,,CCOc1cc(/C=C2\N=C(SC(C)C(N)=O)N(c3ccc(OC(F)F)cc3)C2=O)ccc1O,TNNT2,heart,0,5.08
CHEMBL3197404,,CC(C)(C)C(=O)/C=c1\s/c(=C\c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)c(=O)n1CC(=O)NC(N)=O,TNNI3,heart,0,6.25
CHEMBL3197404,,CC(C)(C)C(=O)/C=c1\s/c(=C\c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)c(=O)n1CC(=O)NC(N)=O,TNNT2,heart,0,6.25
CHEMBL1576236,,CCN(CC)c1ccc(/C=C2\SC(N)=NC2=O)cc1,TNNI3,heart,0,5.22
CHEMBL1576236,,CCN(CC)c1ccc(/C=C2\SC(N)=NC2=O)cc1,TNNT2,heart,0,5.22
CHEMBL1701437,,CN(C)c1ccc(-c2cc(=O)c3cc(C#Cc4cccc(N)c4)ccc3o2)cc1,TNNI3,heart,0,5.7
CHEMBL1701437,,CN(C)c1ccc(-c2cc(=O)c3cc(C#Cc4cccc(N)c4)ccc3o2)cc1,TNNT2,heart,0,5.7
CHEMBL1586687,,CN1CCS/C1=C/C=C1\SC(=S)N(CC(=O)O)C1=O,TNNI3,heart,0,6.06
CHEMBL1586687,,CN1CCS/C1=C/C=C1\SC(=S)N(CC(=O)O)C1=O,TNNT2,heart,0,6.06
CHEMBL1583108,,CN1C(=O)/C(=C/C=C2\SCCN2C)OC1=S,TNNI3,heart,0,5.16
CHEMBL1583108,,CN1C(=O)/C(=C/C=C2\SCCN2C)OC1=S,TNNT2,heart,0,5.16
CHEMBL1316798,,Cc1cc(/C=C2\SC(=S)N(C)C2=O)c(C)n1-c1ccccc1O,TNNI3,heart,0,5.3
CHEMBL1316798,,Cc1cc(/C=C2\SC(=S)N(C)C2=O)c(C)n1-c1ccccc1O,TNNT2,heart,0,5.3
CHEMBL1576602,,Cc1ccc[n+](-c2nc([O-])sc2C=O)c1,TNNI3,heart,0,5.66
CHEMBL1576602,,Cc1ccc[n+](-c2nc([O-])sc2C=O)c1,TNNT2,heart,0,5.66
CHEMBL1492819,,CCn1nc(-c2ccccc2)c2nc3ccccc3nc21,TNNI3,heart,0,5.26
CHEMBL1492819,,CCn1nc(-c2ccccc2)c2nc3ccccc3nc21,TNNT2,heart,0,5.26
CHEMBL1576905,,C=CCn1c(C)c(/C=C/c2cc[n+](C)cc2)c2ccccc21.[I-],TNNI3,heart,0,5.73
CHEMBL1576905,,C=CCn1c(C)c(/C=C/c2cc[n+](C)cc2)c2ccccc21.[I-],TNNT2,heart,0,5.73
CHEMBL1573529,,CCN(CC)c1ccc(/C=C2\C(=O)c3ccc(C(=O)O)cc3C2=O)cc1,TNNI3,heart,0,6.29
CHEMBL1573529,,CCN(CC)c1ccc(/C=C2\C(=O)c3ccc(C(=O)O)cc3C2=O)cc1,TNNT2,heart,0,6.29
CHEMBL1713654,,Oc1ccc2ccc3cccc[n+]3c2c1.[I-],TNNI3,heart,0,5.92
CHEMBL1713654,,Oc1ccc2ccc3cccc[n+]3c2c1.[I-],TNNT2,heart,0,5.92
CHEMBL1991136,,CN(/N=C/c1ccc(N(C)C)cc1)C1=NS(=O)(=O)c2ccccc21,TNNI3,heart,0,5.35
CHEMBL1991136,,CN(/N=C/c1ccc(N(C)C)cc1)C1=NS(=O)(=O)c2ccccc21,TNNT2,heart,0,5.35
CHEMBL1499258,,Cn1cc(/C=C2\SC(=S)N(NC(=O)c3ccccc3)C2=O)c2ccccc21,TNNI3,heart,0,5.83
CHEMBL1499258,,Cn1cc(/C=C2\SC(=S)N(NC(=O)c3ccccc3)C2=O)c2ccccc21,TNNT2,heart,0,5.83
CHEMBL1466606,,COc1ccc(OC)c(/C=C2\N=C(c3ccccc3)OC2=O)c1,TNNI3,heart,0,5.59
CHEMBL1466606,,COc1ccc(OC)c(/C=C2\N=C(c3ccccc3)OC2=O)c1,TNNT2,heart,0,5.59
CHEMBL1733692,,Cc1ccc(N2C3=C(C(=O)CC(C)(C)C3)C(c3cn(C)nc3C)C3=C2CC(C)(C)CC3=O)cc1,TNNI3,heart,0,5.2
CHEMBL1733692,,Cc1ccc(N2C3=C(C(=O)CC(C)(C)C3)C(c3cn(C)nc3C)C3=C2CC(C)(C)CC3=O)cc1,TNNT2,heart,0,5.2
CHEMBL1407632,,COc1ccc(NC(=O)/C(C#N)=C\c2ccc(N3CCOCC3)o2)cc1,TNNI3,heart,0,5.8
CHEMBL1407632,,COc1ccc(NC(=O)/C(C#N)=C\c2ccc(N3CCOCC3)o2)cc1,TNNT2,heart,0,5.8
CHEMBL3195681,,CCCNC(=O)Cn1c(=O)/c(=C\c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)s/c1=C\C(=O)C(C)(C)C,TNNI3,heart,0,6.78
CHEMBL3195681,,CCCNC(=O)Cn1c(=O)/c(=C\c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)s/c1=C\C(=O)C(C)(C)C,TNNT2,heart,0,6.78
CHEMBL1564363,,CCN1C(=O)C(=CNc2ccc(N3CCOCC3)cc2)C(=O)N(CC)C1=S,TNNI3,heart,0,5.29
CHEMBL1564363,,CCN1C(=O)C(=CNc2ccc(N3CCOCC3)cc2)C(=O)N(CC)C1=S,TNNT2,heart,0,5.29
CHEMBL1506234,,C=CCN1C(=O)/C(=C/c2ccc(N3CCOCC3)o2)C(=O)NC1=S,TNNI3,heart,0,5.23
CHEMBL1506234,,C=CCN1C(=O)/C(=C/c2ccc(N3CCOCC3)o2)C(=O)NC1=S,TNNT2,heart,0,5.23
CHEMBL1388372,,N#C/C(=C/c1ccc(-c2ccccc2)o1)c1nc(-c2cccs2)cs1,TNNI3,heart,0,6.21
CHEMBL1388372,,N#C/C(=C/c1ccc(-c2ccccc2)o1)c1nc(-c2cccs2)cs1,TNNT2,heart,0,6.21
CHEMBL1557186,,CCN1C(=O)/C(=C/c2cc(C)n(C)c2C)SC1=S,TNNI3,heart,0,5.57
CHEMBL1557186,,CCN1C(=O)/C(=C/c2cc(C)n(C)c2C)SC1=S,TNNT2,heart,0,5.57
CHEMBL1466913,,COc1ccc(NC2=NC(=O)S/C2=C\c2ccc(N(C)C)cc2)cc1,TNNI3,heart,0,5.69
CHEMBL1466913,,COc1ccc(NC2=NC(=O)S/C2=C\c2ccc(N(C)C)cc2)cc1,TNNT2,heart,0,5.69
CHEMBL1580769,,CCSC1=N/C(=C\C=C2/Oc3ccccc3N2CC)C(=O)S1,TNNI3,heart,0,5.34
CHEMBL1580769,,CCSC1=N/C(=C\C=C2/Oc3ccccc3N2CC)C(=O)S1,TNNT2,heart,0,5.34
CHEMBL1481417,,c1ccc2nc3cc4[nH]cnc4cc3nc2c1,TNNI3,heart,0,5.27
CHEMBL1481417,,c1ccc2nc3cc4[nH]cnc4cc3nc2c1,TNNT2,heart,0,5.27
CHEMBL1542169,,CCN1C(=O)/C(=C/C=C2/SCCN2C)SC1=S,TNNI3,heart,0,5.81
CHEMBL1542169,,CCN1C(=O)/C(=C/C=C2/SCCN2C)SC1=S,TNNT2,heart,0,5.81
CHEMBL1353321,,COC(=O)/C(C#N)=C\c1cc2cc(C)c(C)cc2nc1O,TNNI3,heart,0,5.28
CHEMBL1353321,,COC(=O)/C(C#N)=C\c1cc2cc(C)c(C)cc2nc1O,TNNT2,heart,0,5.28
CHEMBL1342181,,Cc1cc(N2CCCC2)ccc1C=C(C#N)C#N,TNNI3,heart,0,5.38
CHEMBL1342181,,Cc1cc(N2CCCC2)ccc1C=C(C#N)C#N,TNNT2,heart,0,5.38
CHEMBL2002008,,O=C(N/N=C/c1sc2ccccc2c1O)c1ccccc1,TNNI3,heart,0,5.41
CHEMBL2002008,,O=C(N/N=C/c1sc2ccccc2c1O)c1ccccc1,TNNT2,heart,0,5.41
CHEMBL1725987,,CCC(/C=C1\Sc2ccccc2N1CCCS(=O)(=O)[O-])=C\c1oc2ccc(OC)cc2[n+]1C,TNNI3,heart,0,6.07
CHEMBL1725987,,CCC(/C=C1\Sc2ccccc2N1CCCS(=O)(=O)[O-])=C\c1oc2ccc(OC)cc2[n+]1C,TNNT2,heart,0,6.07
