Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Ascorbate and aldarate metabolism	2/30	2.492342e-01	5.374113e-01	0	0	2.164353e+00	3.007070e+00	KL;UGT2B11
KEGG_2021_Human	Glyoxylate and dicarboxylate metabolism	2/30	2.492342e-01	5.374113e-01	0	0	2.164353e+00	3.007070e+00	SHMT2;MDH2
KEGG_2021_Human	Vascular smooth muscle contraction	6/133	2.535877e-01	5.425597e-01	0	0	1.433195e+00	1.966409e+00	GUCY1A2;PLCB4;MYH9;PLCB1;ACTG2;PRKG1
KEGG_2021_Human	Kaposi sarcoma-associated herpesvirus infection	8/193	2.780656e-01	5.903546e-01	0	0	1.312008e+00	1.679237e+00	CCR1;PREX1;HCK;CDK6;CXCL8;ANGPT2;FOS;GNG11
KEGG_2021_Human	Wnt signaling pathway	7/166	2.824904e-01	5.951706e-01	0	0	1.335430e+00	1.688131e+00	SFRP2;PLCB4;WIF1;FZD6;RAC2;PLCB1;LGR4
KEGG_2021_Human	Cholinergic synapse	5/113	2.951685e-01	6.165187e-01	0	0	1.403616e+00	1.712705e+00	PLCB4;FOS;PLCB1;GNG11;GNAI1
KEGG_2021_Human	Pentose and glucuronate interconversions	2/34	2.970905e-01	6.165187e-01	0	0	1.893417e+00	2.298075e+00	KL;UGT2B11
KEGG_2021_Human	Steroid hormone biosynthesis	3/61	3.100619e-01	6.386350e-01	0	0	1.567314e+00	1.835299e+00	UGT2B11;CYP1B1;CYP3A5
KEGG_2021_Human	Mucin type O-glycan biosynthesis	2/36	3.208773e-01	6.511922e-01	0	0	1.781855e+00	2.025428e+00	GALNT5;GALNT13
KEGG_2021_Human	Starch and sucrose metabolism	2/36	3.208773e-01	6.511922e-01	0	0	1.781855e+00	2.025428e+00	GPI;HK3
KEGG_2021_Human	Growth hormone synthesis, secretion and action	5/119	3.329477e-01	6.707559e-01	0	0	1.329327e+00	1.461954e+00	SOCS3;PLCB4;FOS;PLCB1;GNAI1
KEGG_2021_Human	Th1 and Th2 cell differentiation	4/92	3.399507e-01	6.768749e-01	0	0	1.377358e+00	1.486107e+00	HLA-DRB5;CD4;FOS;IL2RG
KEGG_2021_Human	Primary immunodeficiency	2/38	3.444605e-01	6.768749e-01	0	0	1.682689e+00	1.793369e+00	CD4;IL2RG
KEGG_2021_Human	GnRH signaling pathway	4/93	3.472521e-01	6.768749e-01	0	0	1.361812e+00	1.440394e+00	MMP14;PLCB4;MMP2;PLCB1
KEGG_2021_Human	Adrenergic signaling in cardiomyocytes	6/150	3.482472e-01	6.768749e-01	0	0	1.262881e+00	1.332141e+00	PLCB4;PLN;TNNC1;SCN7A;PLCB1;GNAI1
KEGG_2021_Human	Spliceosome	6/150	3.482472e-01	6.768749e-01	0	0	1.262881e+00	1.332141e+00	EFTUD2;RNU2-1;SF3A1;HNRNPU;HSPA1B;HSPA1A
KEGG_2021_Human	Dilated cardiomyopathy	4/96	3.691600e-01	7.123546e-01	0	0	1.317200e+00	1.312623e+00	PLN;TGFB1;TNNC1;ITGA5
KEGG_2021_Human	Fc epsilon RI signaling pathway	3/68	3.716633e-01	7.123546e-01	0	0	1.398020e+00	1.383714e+00	FCER1G;RAC2;MS4A2
KEGG_2021_Human	Adipocytokine signaling pathway	3/69	3.804044e-01	7.189825e-01	0	0	1.376766e+00	1.330673e+00	SOCS3;LEPR;TNFRSF1B
KEGG_2021_Human	Amphetamine addiction	3/69	3.804044e-01	7.189825e-01	0	0	1.376766e+00	1.330673e+00	FOSB;FOS;SLC18A2
KEGG_2021_Human	Inflammatory mediator regulation of TRP channels	4/98	3.837430e-01	7.189825e-01	0	0	1.289041e+00	1.234620e+00	PLCB4;IL1B;PTGER2;PLCB1
KEGG_2021_Human	Thiamine metabolism	1/15	3.861598e-01	7.189825e-01	0	0	2.162531e+00	2.057657e+00	ALPL
KEGG_2021_Human	Graft-versus-host disease	2/42	3.907513e-01	7.189825e-01	0	0	1.514107e+00	1.422782e+00	HLA-DRB5;IL1B
KEGG_2021_Human	Tryptophan metabolism	2/42	3.907513e-01	7.189825e-01	0	0	1.514107e+00	1.422782e+00	CYP1B1;IDO1
KEGG_2021_Human	Adherens junction	3/71	3.978027e-01	7.253582e-01	0	0	1.336134e+00	1.231648e+00	FER;ACTN1;RAC2
KEGG_2021_Human	Porphyrin and chlorophyll metabolism	2/43	4.021008e-01	7.253582e-01	0	0	1.477101e+00	1.345716e+00	UGT2B11;HMOX1
KEGG_2021_Human	Type I diabetes mellitus	2/43	4.021008e-01	7.253582e-01	0	0	1.477101e+00	1.345716e+00	HLA-DRB5;IL1B
KEGG_2021_Human	MicroRNAs in cancer	11/310	4.066617e-01	7.288223e-01	0	0	1.114850e+00	1.003113e+00	MIRLET7F1;ST14;CDK6;MIR145;TNC;CYP1B1;HMOX1;MIR29C;ITGA5;THBS1;MIR30C2
KEGG_2021_Human	Inositol phosphate metabolism	3/73	4.150654e-01	7.382368e-01	0	0	1.297825e+00	1.141202e+00	TPI1;PLCB4;PLCB1
KEGG_2021_Human	Transcriptional misregulation in cancer	7/192	4.172643e-01	7.382368e-01	0	0	1.146194e+00	1.001814e+00	CSF1R;CXCL8;ITGAM;HPGD;H3C11;CD14;DEFA1B
KEGG_2021_Human	Hippo signaling pathway	6/163	4.226182e-01	7.419806e-01	0	0	1.157528e+00	9.969627e-01	SMAD2;TGFB1;SERPINE1;FZD6;ITGB2;BMP5
KEGG_2021_Human	Phenylalanine metabolism	1/17	4.248464e-01	7.419806e-01	0	0	1.892019e+00	1.619620e+00	AOC3
KEGG_2021_Human	Herpes simplex virus 1 infection	17/498	4.274454e-01	7.419806e-01	0	0	1.071013e+00	9.102849e-01	ZNF254;ZNF484;CD74;HLA-DRB5;ZNF141;ZNF680;PILRA;ZNF25;TAPBP;SOCS3;IL1B;ZNF248;ITGA5;ZNF721;CALR;ZNF566;ZNF302
KEGG_2021_Human	Gastric acid secretion	3/76	4.406488e-01	7.598862e-01	0	0	1.244296e+00	1.019709e+00	PLCB4;PLCB1;GNAI1
KEGG_2021_Human	Other glycan degradation	1/18	4.432669e-01	7.598862e-01	0	0	1.780632e+00	1.448692e+00	MAN2B1
KEGG_2021_Human	Pyruvate metabolism	2/47	4.464368e-01	7.605960e-01	0	0	1.345524e+00	1.085108e+00	PKM;MDH2
KEGG_2021_Human	Intestinal immune network for IgA production	2/48	4.572327e-01	7.742101e-01	0	0	1.316206e+00	1.030013e+00	HLA-DRB5;TGFB1
KEGG_2021_Human	Ether lipid metabolism	2/49	4.679059e-01	7.767824e-01	0	0	1.288134e+00	9.783228e-01	PLA2G7;PLD3
KEGG_2021_Human	Sphingolipid metabolism	2/49	4.679059e-01	7.767824e-01	0	0	1.288134e+00	9.783228e-01	PSAP;SGPP2
KEGG_2021_Human	One carbon pool by folate	1/20	4.783596e-01	7.767824e-01	0	0	1.593032e+00	1.174690e+00	SHMT2
KEGG_2021_Human	Steroid biosynthesis	1/20	4.783596e-01	7.767824e-01	0	0	1.593032e+00	1.174690e+00	DHCR7
KEGG_2021_Human	Cholesterol metabolism	2/50	4.784529e-01	7.767824e-01	0	0	1.261233e+00	9.297778e-01	LRP1;PLTP
KEGG_2021_Human	Cysteine and methionine metabolism	2/50	4.784529e-01	7.767824e-01	0	0	1.261233e+00	9.297778e-01	MDH2;PSAT1
KEGG_2021_Human	N-Glycan biosynthesis	2/50	4.784529e-01	7.767824e-01	0	0	1.261233e+00	9.297778e-01	GANAB;ALG3
KEGG_2021_Human	B cell receptor signaling pathway	3/81	4.822698e-01	7.784003e-01	0	0	1.164231e+00	8.490177e-01	IFITM1;RAC2;FOS
KEGG_2021_Human	Ovarian steroidogenesis	2/51	4.888711e-01	7.844675e-01	0	0	1.235430e+00	8.841432e-01	ACOT2;CYP1B1
KEGG_2021_Human	Breast cancer	5/147	5.087119e-01	8.109380e-01	0	0	1.065654e+00	7.202472e-01	FGF7;CDK6;FZD6;KIT;FOS
KEGG_2021_Human	Histidine metabolism	1/22	5.112435e-01	8.109380e-01	0	0	1.441166e+00	9.668913e-01	HDC
KEGG_2021_Human	Retrograde endocannabinoid signaling	5/148	5.147207e-01	8.117881e-01	0	0	1.058147e+00	7.027478e-01	PLCB4;NDUFA5;PLCB1;GNG11;GNAI1
KEGG_2021_Human	Mismatch repair	1/23	5.269009e-01	8.205688e-01	0	0	1.375587e+00	8.813973e-01	MSH2
KEGG_2021_Human	Axon guidance	6/182	5.284733e-01	8.205688e-01	0	0	1.031546e+00	6.578817e-01	TRPC6;SEMA3D;TRPC1;RAC2;SEMA3E;GNAI1
KEGG_2021_Human	Regulation of lipolysis in adipocytes	2/55	5.292074e-01	8.205688e-01	0	0	1.141953e+00	7.267101e-01	PRKG1;GNAI1
KEGG_2021_Human	Hedgehog signaling pathway	2/56	5.389482e-01	8.310039e-01	0	0	1.120748e+00	6.927743e-01	KIF3A;ARRB2
KEGG_2021_Human	GABAergic synapse	3/89	5.455871e-01	8.337414e-01	0	0	1.055493e+00	6.395154e-01	PLCL1;GNG11;GNAI1
KEGG_2021_Human	Oxytocin signaling pathway	5/154	5.500978e-01	8.337414e-01	0	0	1.015220e+00	6.067552e-01	GUCY1A2;PLCB4;FOS;PLCB1;GNAI1
KEGG_2021_Human	Bile secretion	3/90	5.531810e-01	8.337414e-01	0	0	1.043306e+00	6.177106e-01	UGT2B11;AQP9;ABCG2
KEGG_2021_Human	Hypertrophic cardiomyopathy	3/90	5.531810e-01	8.337414e-01	0	0	1.043306e+00	6.177106e-01	TGFB1;TNNC1;ITGA5
KEGG_2021_Human	Cushing syndrome	5/155	5.558732e-01	8.337414e-01	0	0	1.008399e+00	5.921471e-01	CDK6;PLCB4;FZD6;PLCB1;GNAI1
KEGG_2021_Human	Morphine addiction	3/91	5.606989e-01	8.337414e-01	0	0	1.031397e+00	5.967367e-01	ARRB2;GNG11;GNAI1
KEGG_2021_Human	Cell cycle	4/124	5.639385e-01	8.337414e-01	0	0	1.008386e+00	5.776134e-01	SMAD2;TGFB1;CDK6;SFN
KEGG_2021_Human	VEGF signaling pathway	2/59	5.673257e-01	8.337414e-01	0	0	1.061596e+00	6.017357e-01	RAC2;HSPB1
KEGG_2021_Human	Small cell lung cancer	3/92	5.681398e-01	8.337414e-01	0	0	1.019756e+00	5.765572e-01	CDK6;COL4A3;FN1
KEGG_2021_Human	Folate biosynthesis	1/26	5.709316e-01	8.337414e-01	0	0	1.210329e+00	6.783721e-01	ALPL
KEGG_2021_Human	Collecting duct acid secretion	1/27	5.846796e-01	8.461095e-01	0	0	1.163717e+00	6.245569e-01	ATP6V0D1
KEGG_2021_Human	Arachidonic acid metabolism	2/61	5.855323e-01	8.461095e-01	0	0	1.025503e+00	5.488842e-01	HPGDS;TBXAS1
KEGG_2021_Human	Hepatitis B	5/162	5.952330e-01	8.468909e-01	0	0	9.630874e-01	4.996520e-01	DDB1;TGFB1;CXCL8;ATP6AP1;FOS
KEGG_2021_Human	JAK-STAT signaling pathway	5/162	5.952330e-01	8.468909e-01	0	0	9.630874e-01	4.996520e-01	SOCS3;IL10RA;LEPR;LIFR;IL2RG
KEGG_2021_Human	Purine metabolism	4/129	5.952784e-01	8.468909e-01	0	0	9.677987e-01	5.020225e-01	GUCY1A2;PKM;ADA2;PDE5A
KEGG_2021_Human	Lysine degradation	2/63	6.031660e-01	8.507514e-01	0	0	9.917776e-01	5.014059e-01	PLOD3;PLOD1
KEGG_2021_Human	Fc gamma R-mediated phagocytosis	3/97	6.041568e-01	8.507514e-01	0	0	9.652627e-01	4.864167e-01	HCK;FCGR2A;RAC2
KEGG_2021_Human	Natural killer cell mediated cytotoxicity	4/131	6.074330e-01	8.510228e-01	0	0	9.524588e-01	4.748135e-01	FCER1G;ITGB2;RAC2;ITGAL
KEGG_2021_Human	Choline metabolism in cancer	3/98	6.111172e-01	8.518603e-01	0	0	9.550525e-01	4.703314e-01	SLC44A4;RAC2;FOS
KEGG_2021_Human	Ras signaling pathway	7/232	6.157404e-01	8.538947e-01	0	0	9.404599e-01	4.560571e-01	CSF1R;FGF7;ANGPT2;KIT;RAC2;RAPGEF5;GNG11
KEGG_2021_Human	Cortisol synthesis and secretion	2/65	6.202266e-01	8.538947e-01	0	0	9.601931e-01	4.586559e-01	PLCB4;PLCB1
KEGG_2021_Human	beta-Alanine metabolism	1/30	6.233404e-01	8.538947e-01	0	0	1.043171e+00	4.930678e-01	AOC3
KEGG_2021_Human	Circadian rhythm	1/31	6.354115e-01	8.538947e-01	0	0	1.008346e+00	4.572673e-01	PER3
KEGG_2021_Human	Galactose metabolism	1/31	6.354115e-01	8.538947e-01	0	0	1.008346e+00	4.572673e-01	HK3
KEGG_2021_Human	RNA polymerase	1/31	6.354115e-01	8.538947e-01	0	0	1.008346e+00	4.572673e-01	POLR2A
KEGG_2021_Human	Long-term potentiation	2/67	6.367161e-01	8.538947e-01	0	0	9.305522e-01	4.200804e-01	PLCB4;PLCB1
KEGG_2021_Human	Alzheimer disease	11/369	6.373272e-01	8.538947e-01	0	0	9.282358e-01	4.181443e-01	PLCB4;MME;LRP1;NDUFA5;TUBB;IL1B;RB1CC1;FZD6;PLCB1;TUBB4B;GAPDH
KEGG_2021_Human	Retinol metabolism	2/68	6.447480e-01	8.596640e-01	0	0	9.164054e-01	4.022064e-01	UGT2B11;CYP3A5
KEGG_2021_Human	Neuroactive ligand-receptor interaction	10/341	6.551068e-01	8.679404e-01	0	0	9.125306e-01	3.859612e-01	PTGER2;P2RY14;C5AR1;C3AR1;FPR1;LEPR;FPR2;NTS;RXFP1;APLN
KEGG_2021_Human	Ubiquitin mediated proteolysis	4/140	6.592836e-01	8.679404e-01	0	0	8.890122e-01	3.703639e-01	DDB1;SOCS3;CUL5;UBA1
KEGG_2021_Human	Prolactin signaling pathway	2/70	6.603895e-01	8.679404e-01	0	0	8.893601e-01	3.690182e-01	SOCS3;FOS
KEGG_2021_Human	Glucagon signaling pathway	3/107	6.700105e-01	8.764118e-01	0	0	8.719961e-01	3.492012e-01	PKM;PLCB4;PLCB1
KEGG_2021_Human	Melanoma	2/72	6.754735e-01	8.793900e-01	0	0	8.638603e-01	3.389282e-01	FGF7;CDK6
KEGG_2021_Human	Nicotinate and nicotinamide metabolism	1/35	6.799550e-01	8.794718e-01	0	0	8.895333e-01	3.431185e-01	NUDT12
KEGG_2021_Human	Parkinson disease	7/249	6.881577e-01	8.794718e-01	0	0	8.736177e-01	3.265035e-01	HSPA5;NDUFA5;TUBB;UBA1;TUBB4B;SLC18A2;GNAI1
KEGG_2021_Human	PPAR signaling pathway	2/74	6.900081e-01	8.794718e-01	0	0	8.397771e-01	3.116009e-01	ACADL;PLTP
KEGG_2021_Human	Tyrosine metabolism	1/36	6.902143e-01	8.794718e-01	0	0	8.640733e-01	3.203579e-01	AOC3
KEGG_2021_Human	NOD-like receptor signaling pathway	5/181	6.914688e-01	8.794718e-01	0	0	8.582677e-01	3.166469e-01	CXCL8;PLCB4;IL1B;DEFA1B;PLCB1
KEGG_2021_Human	Alanine, aspartate and glutamate metabolism	1/37	7.001453e-01	8.797351e-01	0	0	8.400278e-01	2.994425e-01	RIMKLB
KEGG_2021_Human	Aldosterone-regulated sodium reabsorption	1/37	7.001453e-01	8.797351e-01	0	0	8.400278e-01	2.994425e-01	SFN
KEGG_2021_Human	Chronic myeloid leukemia	2/76	7.040026e-01	8.797351e-01	0	0	8.169957e-01	2.867436e-01	TGFB1;CDK6
KEGG_2021_Human	Gastric cancer	4/149	7.063060e-01	8.797351e-01	0	0	8.334418e-01	2.897933e-01	SMAD2;FGF7;TGFB1;FZD6
KEGG_2021_Human	Allograft rejection	1/38	7.097584e-01	8.797351e-01	0	0	8.172821e-01	2.801894e-01	HLA-DRB5
KEGG_2021_Human	Bacterial invasion of epithelial cells	2/77	7.108005e-01	8.797351e-01	0	0	8.060606e-01	2.751597e-01	FN1;ITGA5
KEGG_2021_Human	Alcoholism	5/186	7.140163e-01	8.797701e-01	0	0	8.343411e-01	2.810474e-01	H3C11;FOSB;GNG11;SLC18A2;GNAI1
KEGG_2021_Human	Various types of N-glycan biosynthesis	1/39	7.190637e-01	8.820515e-01	0	0	7.957335e-01	2.624371e-01	ALG3
KEGG_2021_Human	Ferroptosis	1/41	7.367903e-01	8.997971e-01	0	0	7.558685e-01	2.308815e-01	HMOX1
KEGG_2021_Human	Peroxisome	2/82	7.428522e-01	9.032035e-01	0	0	7.554859e-01	2.245744e-01	ECH1;NUDT12
KEGG_2021_Human	Thyroid hormone signaling pathway	3/121	7.481530e-01	9.056589e-01	0	0	7.679802e-01	2.228278e-01	PLCB4;PLN;PLCB1
KEGG_2021_Human	Fatty acid degradation	1/43	7.534000e-01	9.080280e-01	0	0	7.198003e-01	2.038179e-01	ACADL
KEGG_2021_Human	Insulin secretion	2/86	7.662594e-01	9.162365e-01	0	0	7.193611e-01	1.915187e-01	PLCB4;PLCB1
KEGG_2021_Human	Huntington disease	8/306	7.668501e-01	9.162365e-01	0	0	8.097018e-01	2.149466e-01	PLCB4;POLR2A;NDUFA5;TUBB;RB1CC1;AP2A1;PLCB1;TUBB4B
KEGG_2021_Human	Epstein-Barr virus infection	5/202	7.782151e-01	9.166352e-01	0	0	7.659379e-01	1.920607e-01	HLA-DRB5;CDK6;CALR;ITGAL;TAPBP
KEGG_2021_Human	Viral carcinogenesis	5/203	7.818310e-01	9.166352e-01	0	0	7.620297e-01	1.875482e-01	DDB1;CDK6;PKM;ACTN1;ATP6V0D1
KEGG_2021_Human	PD-L1 expression and PD-1 checkpoint pathway in cancer	2/89	7.825794e-01	9.166352e-01	0	0	6.944474e-01	1.702506e-01	CD4;FOS
KEGG_2021_Human	Nucleotide excision repair	1/47	7.835454e-01	9.166352e-01	0	0	6.570729e-01	1.602773e-01	DDB1
KEGG_2021_Human	Calcium signaling pathway	6/240	7.837895e-01	9.166352e-01	0	0	7.735178e-01	1.884403e-01	FGF7;MCOLN3;PLCB4;PLN;TNNC1;PLCB1
KEGG_2021_Human	Oxidative phosphorylation	3/133	8.027071e-01	9.301455e-01	0	0	6.966550e-01	1.531006e-01	ATP6AP1;NDUFA5;ATP6V0D1
KEGG_2021_Human	Autophagy	3/137	8.185424e-01	9.301455e-01	0	0	6.757187e-01	1.352992e-01	LAMP1;RB1CC1;CTSD
KEGG_2021_Human	Insulin signaling pathway	3/137	8.185424e-01	9.301455e-01	0	0	6.757187e-01	1.352992e-01	SOCS3;HK3;FASN
KEGG_2021_Human	Phosphatidylinositol signaling system	2/97	8.212940e-01	9.301455e-01	0	0	6.357037e-01	1.251536e-01	PLCB4;PLCB1
KEGG_2021_Human	Autoimmune thyroid disease	1/53	8.220058e-01	9.301455e-01	0	0	5.810762e-01	1.138955e-01	HLA-DRB5
KEGG_2021_Human	Glycosaminoglycan biosynthesis	1/53	8.220058e-01	9.301455e-01	0	0	5.810762e-01	1.138955e-01	B3GAT3
KEGG_2021_Human	cAMP signaling pathway	5/216	8.247751e-01	9.301455e-01	0	0	7.145949e-01	1.376628e-01	PLN;PTGER2;RAC2;FOS;GNAI1
KEGG_2021_Human	Aldosterone synthesis and secretion	2/98	8.256726e-01	9.301455e-01	0	0	6.290491e-01	1.204987e-01	PLCB4;PLCB1
KEGG_2021_Human	Glycerophospholipid metabolism	2/98	8.256726e-01	9.301455e-01	0	0	6.290491e-01	1.204987e-01	ETNK1;PLD3
KEGG_2021_Human	Pathways of neurodegeneration	12/475	8.355692e-01	9.347323e-01	0	0	7.798902e-01	1.401011e-01	VCP;PLCB4;NDUFA5;HSPA5;TUBB;IL1B;RB1CC1;FZD6;UBA1;PLCB1;TUBB4B;TNFRSF1B
KEGG_2021_Human	Signaling pathways regulating pluripotency of stem cells	3/143	8.402618e-01	9.347323e-01	0	0	6.465575e-01	1.125280e-01	SMAD2;FZD6;LIFR
KEGG_2021_Human	Spinocerebellar ataxia	3/143	8.402618e-01	9.347323e-01	0	0	6.465575e-01	1.125280e-01	PLCB4;RB1CC1;PLCB1
KEGG_2021_Human	C-type lectin receptor signaling pathway	2/104	8.499734e-01	9.347323e-01	0	0	5.918618e-01	9.620727e-02	FCER1G;IL1B
KEGG_2021_Human	T cell receptor signaling pathway	2/104	8.499734e-01	9.347323e-01	0	0	5.918618e-01	9.620727e-02	CD4;FOS
KEGG_2021_Human	RNA transport	4/186	8.500645e-01	9.347323e-01	0	0	6.627272e-01	1.076554e-01	RNU2-1;SNORD3B-1;EIF1AY;EIF4G1
KEGG_2021_Human	Basal cell carcinoma	1/63	8.715462e-01	9.545506e-01	0	0	4.871018e-01	6.696989e-02	FZD6
KEGG_2021_Human	Hepatitis C	3/157	8.823712e-01	9.600500e-01	0	0	5.873514e-01	7.350258e-02	SOCS3;CDK6;MX2
KEGG_2021_Human	Aminoacyl-tRNA biosynthesis	1/66	8.835243e-01	9.600500e-01	0	0	4.645480e-01	5.752800e-02	AARS1
KEGG_2021_Human	Mitophagy	1/68	8.908834e-01	9.632494e-01	0	0	4.506342e-01	5.206705e-02	CITED2
KEGG_2021_Human	Renal cell carcinoma	1/69	8.943870e-01	9.632494e-01	0	0	4.439842e-01	4.955606e-02	TGFB1
KEGG_2021_Human	RIG-I-like receptor signaling pathway	1/70	8.977782e-01	9.632494e-01	0	0	4.375269e-01	4.717949e-02	CXCL8
KEGG_2021_Human	AMPK signaling pathway	2/120	9.004288e-01	9.632494e-01	0	0	5.111843e-01	5.361514e-02	FASN;LEPR
KEGG_2021_Human	Non-small cell lung cancer	1/72	9.042380e-01	9.635896e-01	0	0	4.251581e-01	4.279754e-02	CDK6
KEGG_2021_Human	Glioma	1/75	9.131715e-01	9.693667e-01	0	0	4.078586e-01	3.704643e-02	CDK6
KEGG_2021_Human	Arrhythmogenic right ventricular cardiomyopathy	1/77	9.186599e-01	9.714564e-01	0	0	3.970843e-01	3.368836e-02	ITGA5
KEGG_2021_Human	RNA degradation	1/79	9.238018e-01	9.731653e-01	0	0	3.868625e-01	3.066183e-02	ENO1
KEGG_2021_Human	Cardiac muscle contraction	1/87	9.413220e-01	9.873174e-01	0	0	3.507297e-01	2.120861e-02	TNNC1
KEGG_2021_Human	Apoptosis	2/142	9.443905e-01	9.873174e-01	0	0	4.303627e-01	2.462342e-02	FOS;CTSD
KEGG_2021_Human	Amyotrophic lateral sclerosis	7/364	9.486321e-01	9.880093e-01	0	0	5.886380e-01	3.104138e-02	VCP;HSPA5;NDUFA5;TUBB;RB1CC1;TUBB4B;TNFRSF1B
KEGG_2021_Human	Progesterone-mediated oocyte maturation	1/100	9.616301e-01	9.913763e-01	0	0	3.044688e-01	1.191248e-02	GNAI1
KEGG_2021_Human	Ribosome	2/158	9.639951e-01	9.913763e-01	0	0	3.859015e-01	1.415067e-02	RPS3A;MRPL24
KEGG_2021_Human	Necroptosis	2/159	9.649694e-01	9.913763e-01	0	0	3.834235e-01	1.367244e-02	IL33;IL1B
KEGG_2021_Human	Insulin resistance	1/108	9.704604e-01	9.913763e-01	0	0	2.815878e-01	8.443310e-03	SOCS3
KEGG_2021_Human	Ribosome biogenesis in eukaryotes	1/108	9.704604e-01	9.913763e-01	0	0	2.815878e-01	8.443310e-03	SNORD3B-1
KEGG_2021_Human	Tight junction	2/169	9.734166e-01	9.913763e-01	0	0	3.602763e-01	9.706975e-03	ACTN1;MYH9
KEGG_2021_Human	Neurotrophin signaling pathway	1/119	9.793866e-01	9.937893e-01	0	0	2.551922e-01	5.315365e-03	ARHGDIA
KEGG_2021_Human	FoxO signaling pathway	1/131	9.860812e-01	9.969173e-01	0	0	2.314915e-01	3.244709e-03	TGFB1
KEGG_2021_Human	mTOR signaling pathway	1/154	9.934466e-01	9.991884e-01	0	0	1.964569e-01	1.291688e-03	FZD6
KEGG_2021_Human	Thermogenesis	2/232	9.955682e-01	9.991884e-01	0	0	2.607333e-01	1.158093e-03	NDUFA5;PRKG1
KEGG_2021_Human	Olfactory transduction	3/440	9.999308e-01	9.999308e-01	0	0	2.039343e-01	1.410703e-05	OR5P3;ARRB2;PRKG1
